title,org,desc
"Spring Intern, Volunteer Relations",New York Cares,"Spring Intern, Volunteer Relations New York Cares, a non-profit organization founded in 1987, coordinates and develops volunteer programs..."
GrowNYC Greenmarket Volunteer,GrowNYC,GrowNYC has many opportunities for volunteers to dig in and improve New York City's environment block by block and community by community...
Adult Education with New York Cares,New York Cares,"Planning for a better future starts by believing that one is possible. On New York Cares' Adult Education projects, volunteers help..."
Adults and Children with Special Needs Projects with New York Cares,New York Cares,"New York Cares offers many programs serving adults and children with special needs, which present our volunteers with a chance to give a..."
Volunteer Administrative Assistant- Summer 2019,Exponents,EXPONENTS is a nonprofit organization located in the heart of New York City compassionately dedicated to serving those impacted by...
"In-Class Tutoring/Literacy and Math/Lower Manhattan/BMCC/2-3 hours a week, mornings or...",The City Tutors,The City Tutors (CT) is looking for tutors to provide in-class academic support in literacy and math for the Year Up at Borough of...
Prevent Dating Abuse - Join the Youth Voices Network!,Day One Youth Voices Network,The Youth Voices Network is a group of volunteers who have had personal experience with dating abuse and/or intimate partner violence...
Volunteer Mentor-(Mentor NYC Youth),Big Brothers Big Sisters of NYC,"Our volunteer mentors (we call them ""Big Brothers"" or ""Big Sisters"") come from a wide variety of social, economic and..."
Part-time Volunteer Administrative Assistant (unpaid),Court Appointed Special Advocates - NYC,DESCRIPTION CASA-NYC is a non-profit organization whose mission is to ensure that children in foster care have their needs met and their...
Writing Tutor/Adult Learners/Wall Street area,The City Tutors,The City Tutors (CT) is looking for tutors to provide in-class academic support in math for the Division of Continuing Education at...
Marketing and Communications (Domestic and International Positions Available),CMMB,Marketing and Communications Locations: Domestic Positions Available in New York City. Limited international opportunities also available...
Exercise + ResQWalk App = Free Donation,Ruff House Rescue,"Get outside, exercise, and raise money for Ruff House Rescue all at the same time! Just download the ResQWalk app on your cell phone, and..."
New York NY Court Order Community Service LOCAL or VIRTUAL 501c3 Nonprofit Nobel &...,Ganga Library Inc.,"CALL 202-340-6210. Work VIRTUAL or LOCAL based on YOUR background, interests, hobbies. Any profession, occupation. Flexible schedule ...."
Share your knowledge with a small business owner,MicroMentor | An initiative of Mercy Corps,Your professional skills can help small businesses grow and create jobs. Volunteer as a mentor on MicroMentor.org and make a meaningful...
Time's Up! - Fundraising Coordinator,Time's Up,Time's Up! is seeking a fundraiser. Time's Up! is a 27 year-old NYC direct action environmental organization with a wide range of...
Public Health Disease Prevention Intern,NYC Dept of Health and Mental Hygiene,The PHBP Unit is currently seeking volunteer interns who are pursuing a undergraduate or graduate degree in Public Health particularly...
Time's Up Party Coordinator,Time's Up,TIME'S UP! is a 30-year-old not-for-profit all volunteer direct-action environmental group that uses events and educational programs to...
Time's Up! - Bicycle Mechanic,Time's Up,"Time's UP! environmental organization runs a bicycle repair co-op in Williamsburg, Brooklyn. We are currently looking for a paid..."
Support Mental Health Needs of New Yorkers in Crisis-- Volunteer,Samaritans of New York,"Samaritans of New York operates the city’s 24-hour suicide prevention hotline. Last year, we answered over 75,000 hotline calls...."
Food & Beverage Volunteers Needed at Climb to the Top NYC!,National MS Society - New York City,The National MS Society is looking for volunteers to cheer on participants at Climb to the Top NYC! Climb to the Top NYC 2019 will be...
Bag Check Support Volunteers Needed at Climb to the Top NYC!,National MS Society - New York City,The National MS Society is looking for volunteers to cheer on participants at Climb to the Top NYC! Climb to the Top NYC 2019 will be...
Event Information Volunteers Needed at Climb to the Top NYC!,National MS Society - New York City,The National MS Society is looking for volunteers to cheer on participants at Climb to the Top NYC! Climb to the Top NYC 2019 will be...
"Volunteer with Girl Scouts, and Be the Role Model She'll Always Remember",Girl Scouts of the USA,"As a Girl Scout volunteer, you’ll introduce girls to new experiences that show them they’re capable of more than they ever..."
Cheer & Give Out Medals at Climb to the Top NYC!,National MS Society - New York City,The National MS Society is looking for volunteers to cheer on participants at Climb to the Top NYC! Climb to the Top NYC 2019 will be...
Packet Check-In Volunteers Needed at Climb to the Top NYC!,National MS Society - New York City,The National MS Society is looking for volunteers to cheer on participants at Climb to the Top NYC! Climb to the Top NYC 2019 will be...
Volunteer Photographers Needed at Climb to the Top NYC!,National MS Society - New York City,The National MS Society is looking for volunteers to cheer on participants at Climb to the Top NYC! Climb to the Top NYC 2019 will be...
Spirit & Cheer Volunteers Needed at Climb to the Top NYC!,National MS Society - New York City,The National MS Society is looking for volunteers to cheer on participants at Climb to the Top NYC! Climb to the Top NYC 2019 will be...
Rest Stop Volunteers Needed at Climb to the Top NYC!,National MS Society - New York City,The National MS Society is looking for volunteers to cheer on participants at Climb to the Top NYC! Climb to the Top NYC 2019 will be...
Volunteers Needed for Photo Booth Support at Climb to the Top NYC!,National MS Society - New York City,The National MS Society is looking for volunteers to cheer on participants at Climb to the Top NYC! Climb to the Top NYC 2019 will be...
Stair Support Volunteers Needed at Climb to the Top NYC!,National MS Society - New York City,The National MS Society is looking for volunteers to cheer on participants at Climb to the Top NYC! Climb to the Top NYC 2019 will be...
Time Recorder Volunteers Needed at Climb to the Top NYC!,National MS Society - New York City,The National MS Society is looking for volunteers to cheer on participants at Climb to the Top NYC! Climb to the Top NYC 2019 will be...
T-Shirt Distribution Volunteers Needed at Climb to the Top NYC!,National MS Society - New York City,The National MS Society is looking for volunteers to cheer on participants at Climb to the Top NYC! Climb to the Top NYC 2019 will be...
Volunteer Check-In Support Needed at Climb to the Top NYC!,National MS Society - New York City,The National MS Society is looking for volunteers to cheer on participants at Climb to the Top NYC! Climb to the Top NYC 2019 will be...
Top Fundraiser Lounge Volunteers Needed at Climb to the Top NYC!,National MS Society - New York City,The National MS Society is looking for volunteers to cheer on participants at Climb to the Top NYC! Climb to the Top NYC 2019 will be...
Impact Investing Volunteer Needed for West Africa Carbon Offset Project,Global Green USA,"Global Green is the US affiliate of Green Cross International. There are 20+ Green Cross chapters internationally, including in Burkina..."
Volunteers needed to host foreign exchange students,Ayusa,Ayusa is seeking volunteers nationwide to help support our exchange students in the following ways: Host Families welcome 1 or 2 exchange...
2020 United Airlines NYC Half Course Volunteers,New York Road Runners,"Volunteers are needed to assist with the proper safety, security and celebration of runners and spectators on March 15, 2020. The finish..."
2020 United Airlines NYC Half START Volunteers,New York Road Runners,The 2020 United Airlines NYC Half takes runners from around the city and world on a 13.1 mile tour of NYC. Volunteering at the start will...
2020 United Airlines NYC Half Marathon Finish Volunteers,New York Road Runners,"Volunteers are needed to assist with the proper safety, security and celebration of runners and spectators on March 15, 2020. The finish..."
Thanksgiving Prep! Storage Unit Setup,Dare2B,"Volunteers needed to assist in preparing before our Thanksgiving festivities coming up to provide a memorable moment for all involved,..."
Drivers - Event Equipment Drop off,Dare2B,Drivers will be required to have an SUV or vehicle with a large trunk to pick up event bins from the Brooklyn OR Harlem shelter and drop...
Big Brothers Needed !,Bigs & Littles NYC Mentoring,Hundreds of families seek mentoring services through Bigs & Littles NYC Mentoring each year - we can’t serve them without...
Change a Life.  Change Your Life.  Become a Mentor!,Bigs & Littles NYC Mentoring,Hundreds of families seek mentoring services through Bigs & Littles NYC Mentoring each year - we can’t serve them without...
Change a Life.  Change Your Life.  Become a Mentor!,Bigs & Littles NYC Mentoring,Hundreds of families seek mentoring services through Bigs & Littles NYC Mentoring each year - we can’t serve them without...
Volunteer at the Holiday Show and Gingerbread House Night at PS 81 with Change For Kids,Change for Kids,Want to make a difference this holiday season? Volunteer at PS 81's Holiday Show/ Family Gingerbread Making Night. Volunteers will help...
"NYC - Instagram Digital Marketing Executive Volunteer, Medicinal Foods,  CrowdDoing",M4A FOUNDATION - CROWDDOING,"Medicinal Foods for Stress, Sleep and Anxiety is recruiting NYC Instagram Digital Marketing Executive Volunteer, Medicinal Foods,..."
"NYC - Pinterest Digital Marketing Executive Volunteer, Medicinal Foods,  CrowdDoing",M4A FOUNDATION - CROWDDOING,"Medicinal Foods for Stress, Sleep and Anxiety is recruiting NYC Pinterest Digital Marketing Executive Volunteer, Medicinal Foods,..."
"NYC - Twitter Digital Marketing Executive Volunteer, Medicinal Foods,  CrowdDoing",M4A FOUNDATION - CROWDDOING,"Medicinal Foods for Stress, Sleep and Anxiety is recruiting NYC Twitter Digital Marketing Executive Volunteer, Medicinal Foods,..."
"Facebook Digital Marketing Executive Volunteer, Medicinal Foods,  CrowdDoing",M4A FOUNDATION - CROWDDOING,"Medicinal Foods for Stress, Sleep and Anxiety is recruiting NYC Facebook Digital Marketing Executive Volunteer, Medicinal Foods,..."
"NYC Senior Nutritionist Volunteer- Medicinal Foods & herbs for stress, sleep and...",M4A FOUNDATION - CROWDDOING,"Medicinal Foods for Stress, Sleep and Anxiety is recruiting virtual volunteer senior nutritionists. This role is for Senior Nutritionist..."
"Change a Life.  Change Your Life.  Mentors Needed in Flushing, Queens!",Bigs & Littles NYC Mentoring,Hundreds of families seek mentoring services through Bigs & Littles NYC Mentoring each year - we can’t serve them without...
Change a Life.  Change Your Life.  Mentors Needed in Brooklyn!,Bigs & Littles NYC Mentoring,Hundreds of families seek mentoring services through Bigs & Littles NYC Mentoring each year - we can’t serve them without...
Change a Life.  Change Your Life.  Spanish Speaking Mentors Needed!,Bigs & Littles NYC Mentoring,Hundreds of families seek mentoring services through Bigs & Littles NYC Mentoring each year - we can’t serve them without...
Change a Life.  Change Your Life.  Mentors Needed in South Bronx!,Bigs & Littles NYC Mentoring,Hundreds of families seek mentoring services through Bigs & Littles NYC Mentoring each year - we can’t serve them without...
Program Members needed This Fall for Non-Profit Theatre Programs for Homeless Children...,The Actors Theatre Workshop,"The Actors Theatre Workshop (ATW), a non-profit theater and community center, needs volunteer Program Members to join its Fall/Holiday..."
Volunteers needed for the SUT New York City Chapter,Simply United Together,We are looking for volunteers to be apart of our Simply United Together New York City Chapter...Duties are participating at our local...
Event Assistant,Fiver Children's Foundation,"Volunteers will be helping us carry out an afternoon of fun, food and games for our participants and their families to celebrate the..."
New Jersey Event Greeter,A Free Bird,"A Free Bird is a 501(C)(3) non-profit organization based in New York City. Our focus is to provide children, ages 4-18 who are patients..."
Volunteer to Tutor a child - Become a reading partner (Manhattan),Reading Partners,Become a reading partner this Fall - make a lifelong impact on a child Reading Partners is an education nonprofit that mobilizes...
Volunteer to Tutor a child - Become a reading partner  (Brooklyn),Reading Partners,Become a reading partner this Fall - make a lifelong impact on a child Reading Partners is an education nonprofit that mobilizes...
Homework Helper,"Chelsea 3 ""I Have a Dream"" Foundation","Homework Helpers will work with first, second, or third-grade ""Dreamers"" to complete their reading, writing and mathematics..."
Volunteer in Africa!,MARAFIKI AFRICA INC,Volunteers participate in the development of impoverished communities in East Africa by partnering with village leadership and the...
Become a Crisis Counselor and support people across the country!,Crisis Text Line,"Crisis Text Line provides free, nationwide, 24/7 support for people in crisis, all via text message. The service is powered by volunteer..."
East River Park Volunteer Opportunity,Lower East Side Ecology Center,"The Ecology Center has been working to steward East River Park since 1998. For 20 years, we have brought this 57.5-acre park’s..."
Volunteer Photographer at Charity Event,St. George's Society of New York,The St. George's Society of New York is seeking an experienced volunteer photographer to join us during our events throughout the year....
Co-Managing Director,OPEN ARCHITECTURE COLLABORATIVE INC,Open Architecture / New York is seeking Co-Managing Directors to join our Board of Directors. The Co-Managing Directors will lead the New...
2019 Thanksgiving Meal Preparation,Dare2B,"Date: Wednesday, November 27, 2019 Dare2B is excited to welcome new and long-term volunteers this holiday season. Together we will..."
2019 Thanksgiving Meal WarmUp/Distribution,Dare2B,Dare2B is excited to welcome new and long-term volunteers this holiday season. Together we will prepare a gourmet meal to be distributed...
"Volunteer in Africa! (Business, Medical, General Service)",MARAFIKI AFRICA INC,"www.marafikiafrica.org (Please note: This program offering is in Tanzania) Marafiki Africa offers three different programs: Business,..."
Seeking Spanish Speaking Volunteers to Support Student and Family Engagement!,GO Project,GO Project: Who We Are and What We Do The GO Project shapes the futures of low-income New York City public school children by providing...
Help a Middle School student Love to Learn on Saturdays!,GO Project,GO Project: Who We Are and What We Do The GO Project shapes the futures of low-income New York City public school children by providing...
Learn about Volunteer Opportunities with One Brick at our December Holiday Happy Hour,ONE BRICK,One Brick creates a community of volunteers by offering fun opportunities for individuals to serve local nonprofits. We provide a...
Love to Sing? Peace of Heart Choir Needs You...,Peace of Heart Choir,"The Peace of Heart Choir is a non-profit volunteer chorus that promotes healing, diversity, community bonding, and mutual understanding..."
Board Members for Women in Jazz Re-organiation,International Women in Jazz,Be a part of a unique organization supporting female jazz musicians with a commitment in preserving the art of jazz. International Women...
Photographer and Videographer Volunteers needed for Holiday Parties for Homeless...,The Actors Theatre Workshop,"The Actors Theatre Workshop, a nonprofit theater and community center that serves homeless children, needs experienced photographer and..."
"Start a Mini-THON - Bring a fun, interactive leadership program to your school!",Four Diamonds,Four Diamonds’ Mini-THON is a K-12 opportunity where students are empowered to become leaders in the fight against childhood cancer...
Volunteer with One Brick at the New York Public Library Holiday Event,ONE BRICK,PLEASE NOTE: WE ARE ASKING YOU TO ALSO RSVP ON OUR HOME SITE - > https://onebrick.org/node/2377535 One Brick creates a community of...
Volunteer for the New York Public Library Dance Division 75th Anniversary Performance...,ONE BRICK,PLEASE NOTE: WE NEED YOU TO RSVP ON OUR SITE HERE AS WELL: https://onebrick.org/node/2379328 One Brick creates a community of volunteers...
Albanian Speaking Program Assistant,Institute for Immigrant Concerns,The Institute for Immigrant Concerns is looking for an office administrator/ program assistant with an interest in immigrant affairs and...
EMT,HOBOKEN VOLUNTEER AMBULANCE CORP,"The EMT provides emergency care of the sick, injured, infirm, aged and the transportation to hospitals or other medical care facilities...."
ESOL Teachers for Adult Immigrants,Institute for Immigrant Concerns,"Institute for Immigrant Concerns, a not-for-profit providing ESOL classes for adult immigrants and refugees, started in 1997, is looking..."
Russian Speaking Program Assistant,Institute for Immigrant Concerns,About the Institute The Institute for Immigrant Concerns (http://http://instituteforimmigrantconcerns.com/) is committed to equipping...
Christmas/Chanukah Elfing Project,Visiting Neighbors,"ELVES WANTED! Brighten the holidays for a lonely senior (and yourself). We're looking for a few good elves to deliver gifts to homebound,..."
Shop & Escort,Visiting Neighbors,"Volunteers help seniors with shopping or errands, accompany them to the doctor or other appointments, provide a steady arm to lean on, as..."
Paint a Children's Art Space in Monticello,Episcopal Charities,"Help a community art space be transformed by painting, installing shelves, and cleaning in Monticello! Volunteers of all ages are..."
Mentor Homeless Children,The Actors Theatre Workshop,Join our award-winning theatre and community center this spring to serve as a mentor for homeless children in The Builders of the New...
Phone Wiring Technician for Non-Profit NYC Theatre/Education Center needed RSVP Info...,The Actors Theatre Workshop,Come to our Volunteer Leadership Info Session (See RSVP Info Below!) Seeking Experienced Phone Wiring Technians to help repair and...
HUMAN RESOURCES MANAGEMENT VOLUNTEER FOR NON-PROFIT THEATRE,The Actors Theatre Workshop,"Seeking Leaders, Managers for Volunteer Leadership Team at ground-breaking Non-Profit Theater that also serves the community and at-risk..."
Fundraising Professionals for Non-Profit Theater that serves Homeless Children!,The Actors Theatre Workshop,"Join us at The Actors Theatre Workshop, an award-winning theatre and community center with a 24-year history of innovative programming!..."
Social Media Specialist,Institute for Immigrant Concerns,Are you passionate about social media? The Institute is seeking a Social Media specialist. Duties and responsibilities: -create posts for...
Discover Your Potential to Change the World!,The Actors Theatre Workshop,Join with us to learn a creative process from an artist with a long history of community service and discover how best to contribute your...
Street Team Volunteers for Non-Profit Theater!,The Actors Theatre Workshop,"Our Theatre's mission is to change people's lives through theater education! The Actors Theatre Workshop is looking for mature,..."
Mentor/Coach for It's About Us Program,"Unlocking Futures, Inc.","""It’s About Us"" is a coaching program for middle school students and their parents designed to build stronger..."
Lawyer for Non-Profit Theater/Community Center,The Actors Theatre Workshop,Assist in the support and development of the Actors Theatre Workshop by using your legal skills. This award winning theatre and community...
Mentor Homeless and At-Risk Children,The Actors Theatre Workshop,Join our award-winning theatre and community center this fall to serve as a mentor for homeless and at-risk children in The Builders of...
Administrative Internship for Non - Profit Theatre,The Actors Theatre Workshop,We seek organized and efficient individuals who can take a leadership role and contribute to the numerous and wide ranging administrative...
Rental Business Volunteer for Non-Profit Theatre,The Actors Theatre Workshop,We are seeking individuals to join our rental team. The individual must be familiar with managing a rental space. They will be...
In-Kind Donations Volunteers for Non - Profit Theatre,The Actors Theatre Workshop,"Individuals who enjoy working on the telephone to seek donations of goods and services for events, productions, and to enhance the..."
IT Volunteers for Non - Profit Theatre,The Actors Theatre Workshop,ATW is currently seeking IT Interns who can provide direct technical support. The individual?s responsibilities will include support all...
Volunteer Plumbers for Non-Profit Theater!,The Actors Theatre Workshop,Seeking Experienced Plumbers for Volunteer Team at award-winning theater company with acclaimed educational programs for families from...
Electrician and Carpenter Volunteers needed for Non-Profit Theater!,The Actors Theatre Workshop,Seeking Experienced Electricians for Volunteer Team at award-winning theater company with acclaimed educational programs for families...
Volunteer Lawyers for non profit Theater that serves Homeless Children,The Actors Theatre Workshop,Assist in the support and development of the Actors Theatre Workshop by using your legal skills. This award-winning theatre and community...
Public Relations Volunteer for Theater!,The Actors Theatre Workshop,We seek experienced and enthusiastic individuals to help get the word out about the Actors Theatre Workshop and to obtain media coverage...
Graphic design Professionals for Theater that serves Homeless Children,The Actors Theatre Workshop,Join this award-winning theatre and community center that writes and develops new plays and serves homeless children. Full service design...
Sewing Instructor at Queensbridge Tech Lab,Queens Library,"The Queensbridge Tech Lab specializes in 2D & 3D design, multimedia production and emerging technology programs for the residents of..."
Robotics Assistant at Queensbridge Tech Lab,Queens Library,"The Queensbridge Tech Lab specializes in design, media/music production, and emerging technology programs for the residents of New York..."
Digital Arts and Crafts Lead at Queensbridge Tech Lab,Queens Library,The Queensbridge Tech Lab would like to ignite a bi-weekly digital arts & crafts meet-up called the Create & Build Open Lab that...
Design and Media Lead at Queensbridge Tech Lab,Queens Library,"The Queensbridge Tech Lab specializes in design, media/music production, and emerging technology programs for the residents of New York..."
Designer/ Arts and Crafts Talent (Christmas themed),MY FRIENDS PLACE NY INC,Looking for talented artist/designer/arts and crafts talent to lead a group of high school students to make Christmas themed arts and...
Volunteer Intern in Community Health Promotion,DOHMH,"The CHPU is currently seeking volunteer interns who are pursuing a degree an undergraduate or graduate degree in Public Health, Community..."
Volunteer Referral Service,Volunteer Referral Center,MAKE A DIFFERENCE! VOLUNTEER! Want to Volunteer? Need help getting started? Come in for a free and personal one-on-one interview to help...
Looking for People Connectors and Bridge Builders,Aspect Foundation Student Exchange,Aspect Foundation is looking for People Connectors and Bridge Builders nationwide Do you enjoy working with youth and teens? Do you enjoy...
Licensed Chefs/Cooks Needed,Grand Central Neighborhood Social Services...,We are currently looking for chefs to assist in our soup kitchen. As Thanksgiving approaches we tend to serve more people . Volunteer...
Help redistribute donations to those in need in your community!,"Round 2 Resources, Inc",Round 2 Resources is looking for volunteers for multiple positions: Men and women are needed to help pick up furniture at donors homes...
"Dance, Crafts and Sports with Adults with Developmental Disabilities",YAI-Network,"The volunteer will provide support to adults, ages 16 and up, through recreational/cultural activities and discussion groups for..."
One of the Most Direct Ways to Help - Prepare Tax Returns!,"Grow Brooklyn, Inc.","Grow Brooklyn is a not-for-profit corporation whose mission is to enable members of its community to preserve and grow their assets,..."
File Clerk,JASA,Purpose Volunteers are needed to help JASA’s Administrative Departments stay organized by assisting with clerical tasks....
Mentor Young Latinas with L.O.V.E.!,Latinas On the Verge of Excellence - L.O.V.E....,The Latinas On the Verge of Excellence - L.O.V.E. Mentoring Program would like to invite college female students to serve as mentors in...
Companion for Adults with Developmental Disabilities,YAI-Network,The volunteer will provide company and support people in their daily activities. The volunteer is a friendly self-starter who enjoys...
Latinas On the Verge of Excellence - Internship Position,Latinas On the Verge of Excellence - L.O.V.E....,The Latinas On the Verge of Excellence - L.O.V.E. Mentoring Program supports and empowers young Latinas to strive both in school and life...
Volunteer Literacy Tutors Needed for Winter 2020,READ718,"READ 718 is looking for volunteer literacy tutors for our Winter Cycle (January 6th - March 19th, 2020). Volunteers must attend an..."
Volunteer Literacy Tutors Needed for Winter 2020,READ718,"READ 718 is looking for volunteer literacy tutors for our Winter Cycle (January 6th - March 19th, 2020). Volunteers must attend an..."
Group Volunteer Opportunity: Pack meal kits for families in need with Lemontree,Lemontree Foods,"Looking to volunteer as a large group with friends, colleagues or family? Volunteer with Lemontree at our pack day! One out of every 5..."
Project FIND Annual Christmas Community Celebration,Project FIND,Dinner will be served to seniors on site and meals will be delivered to homebound seniors. We will need: homebound meal deliverers wait...
Pack low-cost meal kits for NYC families in need with Lemontree,Lemontree Foods,We meet every Tuesday evening from 5-8pm! Sign up on MeetUp to join in the fun! One in five NYC children experiences hunger each month....
Homeless Services Program Morning Associate,Garden State Episcopal CDC,"At our Hudson CASA Coordinated Entry Program and Drop-In Center, serving the Homeless of Hudson County, we need assistance weekdays,..."
Mentor/Coach,"Unlocking Futures, Inc.","""It’s About Us"" is a coaching program for middle school students, and their parents designed to build stronger..."
Senior Board Members,BROOKLYN QUEENS LONG ISLAND AREA HEALTH...,Brooklyn-Queens-Long Island Area Health Education Center (BQLI-AHEC) is looking for volunteers to give back to communities in Health...
Change a Child's Life Forever by Joining a Prestigious Program,27-1409079,Do you think you have what it takes to be a BPP Ambassador? Do you know a hero in your community who would be a perfect fit? We are...
Beauticians Wanted! Give Lantern Residents Beauty Treatments,Lantern Community Services,Lantern Community Services is a social services organization that provides services to people who are formerly homeless or have recently...
Volunteer to Support Chinese Community,Changing The Present,Intern or Volunteer with ChangingThePresent.org to Support Causes Within the Chinese Community and Make a Difference in Their Lives! Use...
Volunteer to Support People Living with Disabilities!,Changing The Present,Intern or Volunteer with ChangingThePresent.org to Support People Living With Disabilities and Make a Difference in Their Lives! Use your...
Intern or Volunteer with ChangingThePresent.org to Help Latino Charities and Make a...,Changing The Present,Intern or Volunteer with ChangingThePresent.org to Help Latino Charities and Make a Difference! What You Get Out of the Experience Make a...
Intern or Volunteer with ChangingThePresent.org to Support LGBTQ Rights and Make a...,Changing The Present,"Intern or Volunteer with ChangingThePresent.org to Support LGBTQ Rights and Make a Difference! Use your skills, experience, knowledge,..."
Intern or Volunteer with ChangingThePresent.org to Support Disaster Relief to Make a...,Changing The Present,"Intern or Volunteer with ChangingThePresent.org to Support Disaster Relief to Make a Difference! Use your skills, experience, knowledge,..."
Intern or Volunteer with ChangingThePresent.org to Support African-American Nonprofits!,Changing The Present,Intern or Volunteer with ChangingThePresent.org to Support African-American Nonprofits! This may be the best possible internship for...
Make a Difference! Volunteer to Support Human Rights,Changing The Present,Intern or Volunteer with ChangingThePresent.org to Support the End of Human Trafficking and Slavery and Make a Difference in Their Lives!...
Intern or Volunteer with ChangingThePresent.org to Help Children and Make a Difference!,Changing The Present,"Intern or Volunteer with ChangingThePresent.org to Help Children and Make a Difference! Use your skills, experience, knowledge,..."
Make a Difference! Volunteer to Support Refugees,Changing The Present,"Intern or Volunteer with ChangingThePresent.org to Support Refugees and Make a Difference in Their Lives! Use your skills, experience,..."
Volunteer to Support the Indian Community,Changing The Present,"Intern or Volunteer with ChangingThePresent.org to Support the People of India and Make a Difference in Their Lives! Use your skills,..."
Intern or Volunteer with ChangingThePresent.org to Help End Hunger!,Changing The Present,"Intern or Volunteer with ChangingThePresent.org to Help End Hunger! Use your skills, experience, knowledge, creativity and talent to feed..."
Intern or Volunteer with ChangingThePresent.org to Recruit Celebrities and Make a...,Changing The Present,"Intern or Volunteer with ChangingThePresent.org to Recruit Celebrities and Make a Difference! Help us recruit actors, musicians,..."
Human Resource (HR) Volunteer/Internship Opportunity,Changing The Present,Human Resource (HR) Volunteer/Internship Opportunity Join Changing The Present to Get Experience and Make a Difference! An Amazon.com of...
Graphic Design Internship Join Changing The Present to Get Experience and Make a...,Changing The Present,Graphic Design Internship Join Changing The Present to Get Experience and Make a Difference! ​ An Amazon.com of the Nonprofit World The...
Korean Speaking Program Assistant,Institute for Immigrant Concerns,"ESOL school for immigrants and refugees, educating since 1997, is looking for a qualified and efficient administrator. The most important..."
