title,org,desc
Fundraising/Events Planner,Afghanistan International Foundation for the...,"The Afghanistan International Foundation For The Blind (AIFB) formally known as ""Afghanistan Blind Women and Children Foundation..."
Volunteer as a Special Ed. Instructor & Mentor for special needs kids,Learning Strategies Prep LSP Inc.,"Volunteer at LSP as an Special Ed. Instructor & Mentor! Volunteers get to teach a class and play soccer with kids. Program is small,..."
Volunteer: Research by looking up emails to companies from a list we provide :),Maya's Hope,Calling all super researchers and superheroes!! We at Maya’s Hope need YOU to help save the lives of children all over the world!...
NYC Museum Goer!,PARTNERS HEALTH PLAN INC,About Are you interested in a rewarding field that works closely with individuals who have intellectual and developmental disabilities?...
Board Liasion Volunteer,Maya's Hope,The Volunteer Opportunity Are you interested in non-profit operations to help kids? Maya’s Hope is looking for an organized and...
Development Manager/Fundraiser Volunteer,Maya's Hope,The Volunteer Opportunity Do you put the fun in fundraising? Are you that friend that gets people to show up to your events because they...
"Dance Class for Kids with Disabilities - Gowanus, Brooklyn",BALLET FOR ALL KIDS NYC,"Ballet For All Kids is a non-profit organization whose mission is to give every child, regardless of their abilities or disabilities, the..."
Volunteer With a Therapeutic Horsemanship Program in Brooklyn,GallopNYC,"GallopNYC uses therapeutic horsemanship to help riders walk, talk, connect, focus, behave and learn, inspiring each one to live life as..."
Spend time with Spanish or Polish speaking seniors during the holiday season,RIDGEWOOD BUSHWICK SENIOR CITIZENS COUNCIL INC,"Riseboro Community Partnership is seeking Fun and innovative volunteers who are interested in spending one hour, one day a week with a..."
Buscando voluntarios para pasar tiempo con nuestro ancianos,RIDGEWOOD BUSHWICK SENIOR CITIZENS COUNCIL INC,"La programa de visitas amigables en Riseboro Community Partnership, es en un nuevo servicio que estamos empezando en el Programa de..."
Raise a Puppy - Change a Life,Guide Dog Foundation & America's VetDogs,We are looking for special families to open their hearts and homes and join our family of puppy raisers. Puppy Raisers make a commitment...
Pet Housecall or Pantry Volunteer - adults 55+ only,Retired & Senior Volunteer Program (RSVP)/CSSNYC,"Want to make a difference? Want to make a difference in the lives of both people and animals? Through this remarkable organization, you..."
Data Analytics Intern,Lighthouse Guild,"Information technology (IT) is responsible for the application of computers to store, retrieve, transmit and manipulate data, or..."
Information Technology Intern,Lighthouse Guild,"Lighthouse Guild seeks an intern to perform administrative tasks which are associated with computer, network and printing related issues..."
Outreach Assistant,Lighthouse Guild,"Outreach initiatives advance the use of Lighthouse Guild services through strategic, targeted contacts, collaborations, partnerships and..."
Special Events Program Assistant,Lighthouse Guild,"The Volunteer Resources Department is responsible for planning, organizing and coordinating special events that bring value to the..."
GuildCare Program Intern,Lighthouse Guild,"The Adult Day Health Care Program (GuildCare, Manhattan), which provides healthcare and recreation for multicultural seniors with vision..."
Web Design and Development Intern,Lighthouse Guild,Lighthouse Guild is looking for a highly curious and motivated Web Designer/Developer intern to be a part of our marketing team to help...
Project Assistant Intern,Lighthouse Guild,"This position is ideal for a student with an interest in non-profit management, human resources administration or business management,..."
Reading Services Intern,Lighthouse Guild,The Reading Service Program connects a visually impaired person with a reading volunteer who provides assistance accessing otherwise...
Behavioral Health Medical Billing Intern,Lighthouse Guild,"PRINCIPAL DUTIES AND RESPONSIBILITIES: Under the direction of the administrative supervisor, the program assistant will: Generate the..."
Grant Writing Internship,Lighthouse Guild,"The Volunteer Resources Department administers the volunteer recruitment, screening and interviewing, orientation, training and..."
Health and Wellness Projects with New York Cares in Brooklyn,New York Cares,"On New York Cares' Health and Wellness projects, volunteers bring much-needed companionship to long-term hospital residents and..."
Health and Wellness Projects with New York Cares,New York Cares,"On New York Cares' Health and Wellness projects, volunteers bring much-needed companionship to long-term hospital residents and..."
Adults and Children with Special Needs Projects with New York Cares in Brooklyn,New York Cares,"New York Cares offers many programs serving adults and children with special needs, which present our volunteers with a chance to give a..."
Lead movements for individuals with Down Syndrome @ GiGi's Playhouse Satellite Brooklyn G,"GiGi's Playhouse, Down Syndrome Awareness Centers","Hi, GiGi’s Playhouse Greenpoint Satellite provides free enrichment programs for individuals with-& without Down Syndrome. For..."
Board Member Opening at Maya's Hope,Maya's Hope,Thank you for your interest in joining our Board! Would you like to make a difference in a child's life? Do you want to save the lives of...
Chess instructor needed!,AHRC NYC,"Here at AHRCNYC, we support individuals within the New York City area who have intellectual and developmental disabilities, we are..."
Leader for wrestling/sports club needed,AHRC NYC,"Here at AHRC, a lot of the people that we support have a love for a variety of sports but there seems to be an emphasis on wrestling. We..."
Seeking Licensed Cosmetologists to Provide Dignity & Comfort for Hospice,Visiting Nurse Service of New York Hospice and...,"We are looking for volunteers to expand our Pampering with Distinction program, which provides gentle hair &/or nail care to patients..."
Vacation Trip Leader,Sprout,Volunteering your time to change the lives of adults with developmental disabilities. Sprout is a non-profit organization based in New...
NYC Day Trip Leader,Sprout,Make a difference by becoming a Sprout Day Trip Leader! Are you passionate about working with people who have developmental disabilities?...
Hospital Volunteer - adults 55+ only,Retired & Senior Volunteer Program (RSVP)/CSSNYC,Want to make a difference? Do you like children? Do you want to give those waiting to be seen by their respective doctors an emotional...
Friendly Visitor - adults 55+ only,Retired & Senior Volunteer Program (RSVP)/CSSNYC,"Want to make a difference? Visit a homebound senior or hospital patient in need of companionship. Play a game, read mail, discuss a book..."
Help a Disabled New Yorker - adults 55+ only,Retired & Senior Volunteer Program (RSVP)/CSSNYC,"Want to make a difference? You may be able to run errands, read mail, go shopping, take yourself for a walk at will, etc., but a number..."
TEACH NY Fundraising Intern,TEACH TOGETHER EDUCATING ALL CHILDREN IN...,"Help TEACH expand our reach and brighten the day of children in NY by helping to run fundraisers and helping with fundraising activities,..."
Visit A Senior,Cobble Hill Health Center,"Volunteers needed to come visit a senior, read a book, play checkers/chess or just chat."
"""Bring a smile to a senior. Adopt A Grandparent",Cobble Hill Health Center,"Come visit. Spend some time. Join our ""Adopt a Grandparent"" Program. Experience a beautiful life. At Cobble Hill Health Center,..."
Give Massages to Lantern Residents!,Lantern Community Services,Lantern Community Services is a homeless services non-profit that helps people who are formerly homeless or have recently aged out of...
Volunteer Manager,Maya's Hope,The Volunteer Opportunity Are you a strong volunteer manager? Is your follow up game the strongest? Do you love being organized and...
Assist Nurses,Services for the UnderServed,Services for the UnderServed (S:US) believes every New Yorker has the right to lead a life of purpose. Our residences for individuals...
Make a difference become a Long Term Care Ombudsman,CIDNY- Long Term Care Ombudsman Program,Volunteer Certified Long Term Care Ombudsmen are a vital link between residents of long term care facilities and the government resources...
Administrative Volunteer for Maya's Hope,Maya's Hope,The Volunteer Opportunity Are you interested in non-profit operations to help kids? Maya’s Hope is looking for an organized and...
Grantwriter Volunteer,Maya's Hope,The Volunteer Opportunity Are you a strong grant writer that cares about kids? Maya’s Hope is looking for a grant writer to...
Auction Manager for Maya's Hope Gala,Maya's Hope,Thank you for your interest in volunteering with Maya's Hope! We are looking for an auction manager for the Maya's Hope Lotus Ball on...
Be A Friend Day,Helping Hands for the Disabled of NYC,"Volunteers needed to help disabled people with shopping, running errands and reading mail to the blind. If interested call 718-606-9712..."
MDA Office Support,Muscular Dystrophy Association (MDA),MDA is seeking reliable volunteers to join us in the office for a few hours each week. You can impact programs like high-end fundraising...
"Dance class for kids with disabilities - LIC, Queens",BALLET FOR ALL KIDS NYC,"Ballet For All Kids is a non-profit organization whose mission is to give every child, regardless of their abilities or disabilities, the..."
Foundation Trustee,The Center for Family Support Foundation,The Center for Family Support Foundation is seeking trustees to help raise vital revenue for the organization. We seek individuals who...
Licensed Massage Therapists,Gay Men's Health Crisis,GMHC's Wellness Department is looking for licensed massage therapists to offer their services for our HIV+ clients. We are currently able...
Transporter - Physical therapy or Clinic at The New Jewish Home,"The New Jewish Home, Manhattan Division",Great opportunity for students and adults alike. Volunteers are needed weekdays until 4:00 pm to assist with patient ambulation....
An Oldie but Goodie: Friendly Visiting,Jewish Community Council of Greater Coney Island,"Friendly Visiting NY, funded through Citymeals on Wheels, has partnered with DFTA to provide homebound seniors with weekly visits...."
We all have a best friend through each stage in life! Visit a Senior in Your area!,Jewish Community Council of Greater Coney Island,The eldest trees often bear the sweetest fruit! Visit a senior in your area and learn from them and grow mentally and spiritually all...
Smiles on Seniors,Jewish Community Council of Greater Coney Island,You can volunteer and make a real difference in a homebound individuals life in so many different ways. W e are a dynamic and diverse...
Can you spare 1 hour?,Jewish Community Council of Greater Coney Island,"If you live in Brooklyn or travel to Brooklyn on a weekly basis and can commit to one hour a week for at least 6 months, this is the..."
Cat's got your tongue? Friendly Visiting,Jewish Community Council of Greater Coney Island,Visit a homebound senior in your area! Not only will you make a difference in their lives but you will learn so much form them! We have a...
Senior Socialization-Give a senior a reason to smile!,Jewish Community Council of Greater Coney Island,Volunteer to visit a homebound senior in your area. These seniors desperately need the human contact and socialization and WE need YOU to...
Sign Language Companion for People with Developmental Disabilities,YAI-Network,This volunteer position is to provide support and company to two adults who have hearing loss and communicate using American Sign...
Amazing Opportunities Await Staten Islanders To Volunteer with Older Adults,COMMUNITY AGENCY FOR SENIOR CITIZENS INC,We have a lovely wheelchair bound senior who spends most of her days alone. This Client does not have much of a family. She loves old...
Fellow Scrabble Player to Visit a Senior in Forest Hills,Queens Community House,"Queens Community House is recruiting volunteers for our Friendly Visiting program, a program that matches home bound older adults with..."
Speak Spanish? Want to Volunteer in Queens?,Queens Community House,"Queens Community House is recruiting volunteers for our Friendly Visiting program, a program that matches home bound older adults with..."
Help Lantern Community Services with Administrative Work on the Upper West Side,Lantern Community Services,Lantern Community Services is a homeless services non-profit that helps people who are formerly homeless or have recently aged out of...
Older adult who loves fox news needs a volunteer to spend 1 hour a week,NEIGHBORHOOD SELF HELP BY OLDER PERSONS PROJECT...,Spend some time chatting with an elderly woman who loves fox news. Call Vladimir at 718-328-3536 extension45 and/or email:...
Senior Companions - Brooklyn (Kings County),NYS OPWDD Senior Companion Program,Come volunteer as a Senior Companion in Brooklyn! *Must be 55 years or older to volunteer Senior Companions provide one-on-one support...
Health and Wellness Projects with New York Cares in Queens,New York Cares,"On New York Cares' Health and Wellness projects, volunteers bring much-needed companionship to long-term hospital residents and..."
Adults and Children with Special Needs Projects with New York Cares in Staten Island,New York Cares,"New York Cares offers many programs serving adults and children with special needs, which present our volunteers with a chance to give a..."
Health and Wellness Projects with New York Cares in Staten Island,New York Cares,"On New York Cares' Health and Wellness projects, volunteers bring much-needed companionship to long-term hospital residents and..."
Adults and Children with Special Needs Projects with New York Cares in Queens,New York Cares,"New York Cares offers many programs serving adults and children with special needs, which present our volunteers with a chance to give a..."
Music and Memory,AHRC NYC,"Do you want to be a part of an exciting, innovative project that taps into your passion for music and technology? Whether you are a..."
Seeking a Karate Instructor,AHRC NYC,Have you previously been a karate instructor or are you a black belt not using your skills? Here at AHRC we support individuals who have...
Makeup Instructor Needed!,AHRC NYC,"Here at AHRC we support individuals who have intellectual and developmental disabilities, many of the women are interested in learning..."
Having Fun with Science,AHRC NYC,Do you want to be a part of conducting fun science experiments? Here at AHRC we support individuals who have developmental and...
Brain Games Volunteer,AHRC NYC,"In this program, volunteers will come up with various questions or games to help keep our clients mind’s sharp! Here at AHRC we..."
"Volunteer with a Therapeutic Horsemanship Program in Forest Hills, Queens",GallopNYC,"GallopNYC uses therapeutic horsemanship to help riders in NYC with disabilities walk, talk and learn,inspiring them to live their lives..."
Volunteer with a Therapeutic Horsemanship Program in Queens (Howard Beach),GallopNYC,"GallopNYC uses therapeutic horsemanship to help riders in NYC with disabilities walk, talk and learn,inspiring them to live their lives..."
Volunteer Coordinator,EYES LIKE MINE INC,"Responsibilities include assisting board chairs with securing skilled volunteers for the purpose of event production, community outreach,..."
Pharmacy Assistant at The New Jewish Home,"The New Jewish Home, Manhattan Division","The New Jewish Home, Manhattan is currently accepting applications to begin late summer or fall (on or after Aug 19th) to assist in our..."
Chefs for Food Pantry/Food Justice Organization,The Campaign Against Hunger (TCAH),We are looking for a Nutritionist or Chef with a knowledge/passion for ending hunger and homelessness and providing people with ways to...
*Thanksgiving* Help Adults With Developmental Disabilities,Commonpoint Queens,You must register for this event with this link: http://cerv.is/m?0295x156 About the program: A Time for Us allows adults with...
Support Friday Night Dance for People with Developmental Disabilities,YAI-Network,This volunteer position is to support people with developmental disabilities during their bimonthly Friday evening dances. We are looking...
Projects with kids special needs (multiple opportunities),Commonpoint Queens,Looking for responsible high school students to volunteer with participants with developmental disabilities in evening programs below:...
Instructors for Mentoring 4 Impact Program - NY Metro Area,IMAGE IMPACT INTERNATIONAL,Volunteer Position description: Help us to make the greatest impact for first-generation college students. Collaborate and instruct the...
Mentors for Mentoring 4 Impact program,IMAGE IMPACT INTERNATIONAL,Volunteer Position description: Help us to make the greatest impact for first-generation college students. Collaborate and mentor the...
Sr.Grant Writer/Grant Writer- College Mentoring program,IMAGE IMPACT INTERNATIONAL,Image Impact International seeks Grant Writers to support our Philanthropy team. This volunteer position is responsible for writing...
Health and Wellness Projects with New York Cares in the Bronx,New York Cares,"On New York Cares' Health and Wellness projects, volunteers bring much-needed companionship to long-term hospital residents and..."
Adults and Children with Special Needs Projects with New York Cares in the Bronx,New York Cares,"New York Cares offers many programs serving adults and children with special needs, which present our volunteers with a chance to give a..."
Lobby Greeter @ Sam Field Center,Commonpoint Queens,Volunteers serving as a lobby Greeter warmly welcomes visitors to Sparrow’s campus. He or she provides wheelchair and walking...
Friendly Visitor Volunteers Needed in Queens for Hospice,Visiting Nurse Service of New York Hospice and...,"The role of the VNSNY Hospice Care Volunteer is that of a professional friendly visitor, providing a supportive, caring presence for..."
Friendly Visitor,Schervier Rehabilitation & Nursing Center,"Volunteer would provide friendly visits to the resident seniors at the home. Engage them in conversation, read to them, escort them off..."
Gift Shop Attendant,Schervier Rehabilitation & Nursing Center,"Volunteeer will maintain the nursing home gift shop (very small gift shop) by stocking items on the shelves, pricing & displaying..."
Administrive Support Needed From Parents/Family Members Raising Kids with Mental Health...,"New Jersey Parents Caucus, Inc.","The New Jersey Parents Caucus is seeking parents, caregivers and family members raising children with mental health challenges, including..."
Fundraising/Special Events,Mental Health Association in Passaic County,"Do you like fundraising, have an interest in mental health but have a limited amount of time to volunteer? If so, this position may be a..."
Volunteer With a Therapeutic Horsemanship Program in the Bronx (Pelham Bay Park),GallopNYC,"GallopNYC uses therapeutic horsemanship to help riders walk, talk, connect, focus, behave and learn, inspiring each one to live life as..."
Social Media writers,HAIR WE SHARE INC,"Hair We Share is looking for qualified Social Media masters who are knowledgeable in the current platforms of Facebook, Instagram, Linked..."
art lesson assistant for classes with special needs,Cerebral Palsy of North Jersey,We are looking for a very special volunteer to assist with the presentation of art lessons to primary and middle school students with...
CP Nassau's Festival of Trees,"Cerebral Palsy Association of Nassau County, Inc.","The FESTIVAL OF TREES invites YOU to VOLUNTEER! Please access our online sign up sheet to pick your volunteer date, time and position:..."
HomeCare Options' Volunteer Shopper Opportunities,HomeCare Options,"Enjoy shopping? Love to help people? HomeCare Options in Totowa, New Jersey, a licensed and accredited home health care agency, serving..."
ballroom dance (no experience needed),Cerebral Palsy of North Jersey,Do you love to dance? Join our Hot Wheels ballroom dance team! Volunteers are needed to serve as dance partners to high school students...
Join The Viscardi Center Mentoring Initiative,THE VISCARDI CENTER INC,The Viscardi Center Mentoring Initiative (VCMI) is a new mentorship program for at-risk youth with disabilities. The goal of the...
Make a Difference. Inspire a Life. Become a Mentor!,THE VISCARDI CENTER INC,"The Viscardi Center’s new Mentoring Initiative program is designed for students, ages 11-17 with a disability or those considered..."
Wanted: College Students as Volunteer Mentors for Youth with Disabilities,THE VISCARDI CENTER INC,"If you’re looking to make a lasting impact on a deserving youth, consider becoming a Viscardi Mentor today! By creating a..."
Volunteer Yoga Instuctor,ANXIETY AND DEPRESSION INITIATIVE,"We are looking for individuals in the Northern New Jersey area, who are certified yoga instructors and who are passionate about physical..."
Help Children with Physical Disabilities Rock Climb!,"Peak Potential, Inc",Peak Potential is an amazing organization that enables children with physical disabilities rock climb. You help and watch these children...
enCourage Kids Holiday Party in New Jersey for Children with Serious and Chronic...,EnCourage Kids Foundation,"Holiday celebrations are memorable moments in a child’s life. However, the financial hardships surrounding the care of an ill child..."
Telephone Reassurance in PEQUANNOCK: Help seniors and people with disabilities,Skylands RSVP & Volunteer Resource Center...,"This program assists with a person's ability to age in place, and live alone and independently. Volunteers make calls to seniors and..."
Friendship will go a long way!,Department for Persons with Disabilities,"Matt is a 35 year old man with a mild developmental disability. He lives in a supervised apartment in Butler, NJ and would benefit from a..."
"Be a friend, change a life",Department for Persons with Disabilities,Alexis is a kind young man who a mild developmental disability. He lives in a group home where he is quite independent. He volunteers...
