title,org,desc
Special Events Program Assistant,Lighthouse Guild,"The Volunteer Resources Department is responsible for planning, organizing and coordinating special events that bring value to the..."
GuildCare Program Intern,Lighthouse Guild,"The Adult Day Health Care Program (GuildCare, Manhattan), which provides healthcare and recreation for multicultural seniors with vision..."
Web Design and Development Intern,Lighthouse Guild,Lighthouse Guild is looking for a highly curious and motivated Web Designer/Developer intern to be a part of our marketing team to help...
Project Assistant Intern,Lighthouse Guild,"This position is ideal for a student with an interest in non-profit management, human resources administration or business management,..."
Reading Services Intern,Lighthouse Guild,The Reading Service Program connects a visually impaired person with a reading volunteer who provides assistance accessing otherwise...
Grant Writing Internship,Lighthouse Guild,"The Volunteer Resources Department administers the volunteer recruitment, screening and interviewing, orientation, training and..."
Behavioral Health Medical Billing Intern,Lighthouse Guild,"PRINCIPAL DUTIES AND RESPONSIBILITIES: Under the direction of the administrative supervisor, the program assistant will: Generate the..."
Be Part of Someone's Legacy--Become a Hospice Volunteer in Manhattan!,MJHS Hospice and Palliative Care,MJHS Hospice provides a specialized program of care and services for end-of-life patients. MJHS Hospice provides care for pediatric and...
Seniors Projects with New York Cares in Brooklyn,New York Cares,"Seniors in nursing facilities tend to have few visitors, but with a few hours of your time, you can provide the social interaction vital..."
Seniors Projects with New York Cares,New York Cares,"Seniors in nursing facilities tend to have few visitors, but with a few hours of your time, you can provide the social interaction vital..."
Have Fun Serving Dinner At Sirovich Senior Center,Sirovich Senior Center,"Sirovich Center for Balanced Living is a hub of recreational, social, cultural, educational, and health programming for people aged 60+...."
Seeking Licensed Cosmetologists to Provide Dignity & Comfort for Hospice,Visiting Nurse Service of New York Hospice and...,"We are looking for volunteers to expand our Pampering with Distinction program, which provides gentle hair &/or nail care to patients..."
Friendly Visiting with LGBTQ+ Elders,GRIOT Circle Inc.,"Via a partnership with The NYC Department for the Aging, and Citymeals on Wheels, GRIOT Circle is looking for responsible volunteers who..."
Many Volunteer Opportunities Available for Adults 55 and Older,Retired & Senior Volunteer Program (RSVP)/CSSNYC,"Want to make a difference? Started in 1966 by the Community Service Society, an over 170-year-old nonprofit agency, RSVP matches the..."
Knitting Group Volunteer - adults 55+ only,Retired & Senior Volunteer Program (RSVP)/CSSNYC,Want to make a difference? Do you enjoy knitting and/or are you generally crafty? Or perhaps you just want a good excuse to get out of...
Computer Skills Instructor - adults 55+ only,Retired & Senior Volunteer Program (RSVP)/CSSNYC,Want to make a difference? Are you a tech savvy individual who can see yourself helping others tackle computer basics? Instruction topics...
Senior Service Agency Volunteer - adults 55+ only,Retired & Senior Volunteer Program (RSVP)/CSSNYC,"Want to make a difference? Do you want to do some good at a multi-service nonprofit serving youth, families, and older adults? No matter..."
Farm Helper - adults 55+ only,Retired & Senior Volunteer Program (RSVP)/CSSNYC,"Want to make a difference? Don't mind getting your hands dirty? Want to help connect Brooklyn residents with healthy, local, and..."
Help People with Alzheimer's - adults 55+ only,Retired & Senior Volunteer Program (RSVP)/CSSNYC,Want to make a difference? Do you or someone you know struggle with Alzheimer’s? Or perhaps your heart merely goes out to those who...
Friendly Visitor - adults 55+ only,Retired & Senior Volunteer Program (RSVP)/CSSNYC,"Want to make a difference? Visit a homebound senior or hospital patient in need of companionship. Play a game, read mail, discuss a book..."
LGBTQ Organization Volunteer - adults 55+ only,Retired & Senior Volunteer Program (RSVP)/CSSNYC,"Want to make a difference? Interested in assisting a community-based, multigenerational organization serving LGBTQ elders of color? Want..."
It's never too late to make a good friend.  Visit a homebound senior today! (adults 55+...,Retired & Senior Volunteer Program (RSVP)/CSSNYC,Want to make a difference? There are a number of seniors isolated in their homes many of whom would like nothing more than a little...
Technology Learning Center Volunteer - adults 55+ only,Retired & Senior Volunteer Program (RSVP)/CSSNYC,Want to make a difference? Do you see the value in technology? Do you wish others could see it too? Help train youth ages 16 to 24 to in...
Adopt A Grandparent Program,Cobble Hill Health Center,Our Adopt A Grandparent Program matches volunteers from the community with seniors at our facility to form a sustained and meaningful...
Visit A Senior,Cobble Hill Health Center,"Volunteers needed to come visit a senior, read a book, play checkers/chess or just chat."
"""Bring a smile to a senior. Adopt A Grandparent",Cobble Hill Health Center,"Come visit. Spend some time. Join our ""Adopt a Grandparent"" Program. Experience a beautiful life. At Cobble Hill Health Center,..."
Give Massages to Lantern Residents!,Lantern Community Services,Lantern Community Services is a homeless services non-profit that helps people who are formerly homeless or have recently aged out of...
Spanish-Speaking Hospice Volunteers - Visiting Nurse Service of NY,Visiting Nurse Service of New York Hospice and...,"Background: Established in 1893, Visiting Nurse Service of New York (VNSNY) is the nation’s largest not-for-profit community-based..."
Hospice Volunteers - Visiting Nurse Service of New York,Visiting Nurse Service of New York Hospice and...,"Background: Established in 1893, Visiting Nurse Service of New York (VNSNY) is the nation’s largest not-for-profit community-based..."
Help The Helpless,REHOBOTH CENTER INC,-Chinese Interpreters: (1) Cantonese and (2) Manderin -Board Member -Grant writers -Resource Development Managers -Strategic Planners...
Make a difference become a Long Term Care Ombudsman,CIDNY- Long Term Care Ombudsman Program,Volunteer Certified Long Term Care Ombudsmen are a vital link between residents of long term care facilities and the government resources...
"Welcome Desk Ambassador, Park Slope Center for Successful Aging",heights and hills,The Welcome Desk Ambassedor greets existing and new members of the Park Slope Center for Successful Aging in person and provides...
Friendly Visiting,heights and hills,"Since 1971, Heights and Hills has helped Brooklyn's older adults age successfully in their communities with independence, dignity and..."
Health Care: Cats/Kittens,"KittyKind, Inc.",Read about KittyKind at www.kittykind.org KittyKind is all-volunteer cat rescue and cat adoption group located in the Petco store on 17th...
"Friendly Visitors Needed in Bayside, Flushing, College Point, and Whitestone, Queens!!!",Selfhelp,Selfhelp Queens North Friendly Visiting is a program that matches homebound seniors with volunteers in their community who make weekly...
Auction and Gala Committee Member,Lifeforce in Later Years,Looking to meet new people? Not shy and want to contribute to a better Harlem? Join in helping one of Harlem's most exciting and...
"Arts & Crafts, Knitting, Crocheting,Beading at The New Jewish Home","The New Jewish Home, Manhattan Division","Come join the elders at The New Jewish Home for the Knitting, Crochet, and Beading workshops. This is a great opportunity for a creative..."
Friendly Visiting Volunteers Needed!,Selfhelp,Selfhelp Queens North Friendly Visiting is a program that matches homebound seniors with volunteers in their community who make weekly...
Nail Spa at The New Jewish Home,"The New Jewish Home, Manhattan Division",You do not have to be a professional to provide residents with manicures. Socialize with older adults while doing their nails. You will...
Transporter - Physical therapy or Clinic at The New Jewish Home,"The New Jewish Home, Manhattan Division",Great opportunity for students and adults alike. Volunteers are needed weekdays until 4:00 pm to assist with patient ambulation....
"ENGLISH, SPANISH, GREEK, KOREAN, RUSSIAN Speakers: Friendly Visitors Needed",Selfhelp,Selfhelp Queens North Friendly Visiting is a program that matches homebound seniors with volunteers in their community who make weekly...
Librarian at The New Jewish Home,"The New Jewish Home, Manhattan Division","Volunteers will assist with the upkeep of our library, shelving books, visiting residents with our mobile book cart to offer selections,..."
Catholic/Protestant Worship Volunteer at The New Jewish Home,"The New Jewish Home, Manhattan Division","Working with our Department of Religious Life and Spiritual Care, Volunteers assist with religious services including assisting assist..."
Special Event & Holidays Assistant,"The New Jewish Home, Manhattan Division","The New Jewish Home seeking volunteers to assist with event set-up and transport of residents to special events on holidays, weekends,..."
Lunch Service Volunteer - JASA Brighton Beach Senior Center,JASA,"Purpose Help to ensure seniors are receiving warm, nutritious meals in a timely, orderly manner by assisting with set-up, serving and..."
Be a Thanksgiving Volunteer at a Senior Center!,Union Settlement,Help our program staff spread holiday cheer and serve Thanksgiving meals to seniors at our Gaylord White Senior Center! We're looking for...
Volunteer at a Senior Center this Thanksgiving!,Union Settlement,Help our program staff spread holiday cheer and serve Thanksgiving meals to seniors at our Corsi Senior Center! We're looking for...
Fitness Room Monitor - Senior Center,COMMUNITY AGENCY FOR SENIOR CITIZENS INC,Join Cassidy Coles Senior Center in their new Wellness Program by volunteering to monitor the Wellness room during fitness activities....
"Hospice Volunteers - Companion, Music, Pet Therapy, Reiki - Rutherford",Ascend Hospice,"If you have an hour or more per week to give, Ascend Hospice welcomes your gifts of time and compassion. Whether you choose to work..."
"Hospice Volunteers - Companion, Music, Pet Therapy, Reiki - Cliffside Park",Ascend Hospice,"If you have an hour or more per week to give, Ascend Hospice welcomes your gifts of time and compassion. Whether you choose to work..."
"Hospice Volunteers - Companion, Music, Pet Therapy, Reiki - Little Ferry",Ascend Hospice,"If you have an hour or more per week to give, Ascend Hospice welcomes your gifts of time and compassion. Whether you choose to work..."
NYCP Manhattan: Help Pack Groceries for Food Insecure Families,New York Common Pantry,"Help food insecure families receive free groceries by packing fresh produce, taking grocery orders on tablets, assembling and..."
Seniors Need Smiles: Friendly Visiting Opportunity,Jewish Community Council of Greater Coney Island,"Looking for volunteers to visit homebound seniors in the area of Coney Island, Brighton Beach and Marine Par Areas of Brooklyn. Call us..."
An Oldie but Goodie: Friendly Visiting,Jewish Community Council of Greater Coney Island,"Friendly Visiting NY, funded through Citymeals on Wheels, has partnered with DFTA to provide homebound seniors with weekly visits...."
Smiles on Seniors,Jewish Community Council of Greater Coney Island,You can volunteer and make a real difference in a homebound individuals life in so many different ways. W e are a dynamic and diverse...
Can you spare 1 hour?,Jewish Community Council of Greater Coney Island,"If you live in Brooklyn or travel to Brooklyn on a weekly basis and can commit to one hour a week for at least 6 months, this is the..."
Cat's got your tongue? Friendly Visiting,Jewish Community Council of Greater Coney Island,Visit a homebound senior in your area! Not only will you make a difference in their lives but you will learn so much form them! We have a...
Senior Socialization-Give a senior a reason to smile!,Jewish Community Council of Greater Coney Island,Volunteer to visit a homebound senior in your area. These seniors desperately need the human contact and socialization and WE need YOU to...
Senior Buddy-Socialization at it's Best!,Jewish Community Council of Greater Coney Island,Volunteers needed to partner with senior clients to help then get to and from medical appointments/centers/temples. This program aims to...
Visit and learn from a Holocaust Survivor,Jewish Community Council of Greater Coney Island,"Our mission is to serve homebound seniorsa sense of connection through our volunteers. Our seniors live alone, without family or friends..."
Friendly Visiting - Retired Volunteers to Visit Homebound Seniors,Jewish Community Council of Greater Coney Island,Retired? Have extra time on your hands? You can help! Do you have extra time on your hands that you're looking to fill in a meaningful...
We all have a best friend through each stage in life! Visit a Senior in Your area!,Jewish Community Council of Greater Coney Island,The eldest trees often bear the sweetest fruit! Visit a senior in your area and learn from them and grow mentally and spiritually all...
Friendly Visiting- Help Bring a Smile to a Senior's Face,Jewish Community Council of Greater Coney Island,Can you spare one hour a week? Why not make that one hour count! Join the Friendly Visiting Program and that one hour will make a...
Our senior friends would love to meet you!,Jewish Community Council of Greater Coney Island,"As the warmer weather approaches we continue to look for volunteers who will join our wonderful program, and bring a bit of warmth and..."
1 Senior 1 Volunteer and 2 Smiles,Jewish Community Council of Greater Coney Island,Friendly Visiting NY works with Citymeals on Wheels and NYC Department for the Aging to alleviate the loneliness of our elderly homebound...
Senior Visiting in Coney Island/Brighton Beach,Jewish Community Council of Greater Coney Island,Visit a homebound senior in the area of COney Island and Brighton Beach. You can volunteer and make a real difference in a homebound...
Senior's love for Cats,Jewish Community Council of Greater Coney Island,"Have some extra time? Enjoy conversation? Have a like for kittens and Cats? Well, here is a great opportunity! Friendly Visiting NY,..."
JASA Legal Services for the Elderly in Queens Needs Volunteer File Clerks!,JASA,Purpose Volunteers are needed to help JASA’s Legal Department stay organized by assisting with clerical tasks. Responsibilities...
Sign Language Companion for People with Developmental Disabilities,YAI-Network,This volunteer position is to provide support and company to two adults who have hearing loss and communicate using American Sign...
"Fall is knocking at the door, Come and Brighten the Lives of Older Adults.",COMMUNITY AGENCY FOR SENIOR CITIZENS INC,"We are Community Agency for Senior Citizens, Inc.(CASC)an agency that serves homebound older adults. CASC has been in Staten Island in..."
Do you like to talk? Share past experiences and memories? We have a Friend for you,COMMUNITY AGENCY FOR SENIOR CITIZENS INC,"Hello, We are Community Agency for Senior Citizens, Inc. also known in Staten Island as CASC. This is the Friendly Visiting Program which..."
Amazing Opportunities Await Staten Islanders To Volunteer with Older Adults,COMMUNITY AGENCY FOR SENIOR CITIZENS INC,We have a lovely wheelchair bound senior who spends most of her days alone. This Client does not have much of a family. She loves old...
Hey Do You Want to Brighten Someone's Day? Volunteer's Are the Sunshine that Homebound...,COMMUNITY AGENCY FOR SENIOR CITIZENS INC,"We are Community Agency for Senior Citizens, Inc. (CASC). We have been in Staten Island for over 45years. We only serve Older Adults. The..."
Volunteers - Assist Older Adults  with the Digital World,DIGITAL GRANDPARENTS,"Digital Grandparents (DGI), We are seeking volunteers to assist older adults with improving their technology skills during our community..."
Fellow Scrabble Player to Visit a Senior in Forest Hills,Queens Community House,"Queens Community House is recruiting volunteers for our Friendly Visiting program, a program that matches home bound older adults with..."
Speak Spanish? Want to Volunteer in Queens?,Queens Community House,"Queens Community House is recruiting volunteers for our Friendly Visiting program, a program that matches home bound older adults with..."
Visit with a Senior in Queens!,Queens Community House,Friendly Visiting is a social program for older adults. The program is funded by NYC Department of the Aging. The program matches...
Flatbush and East Flatbush needs Friendly Visiting volunteers!,heights and hills,"Do you live or work in Flatbush/EastFlatbush? We are looking for kind, patient, firendly volunteers who are interested in getting to know..."
HELP ADULTS LEARN TO READ AND WRITE,"World Association for Community Empowerment, Inc.",We are seeking part-time Adult Literacy instructors for our Literacy Assistance Program on Staten Island. Interested individuals should...
Older adult who loves fox news needs a volunteer to spend 1 hour a week,NEIGHBORHOOD SELF HELP BY OLDER PERSONS PROJECT...,Spend some time chatting with an elderly woman who loves fox news. Call Vladimir at 718-328-3536 extension45 and/or email:...
Friendly Visiting with LGBTQ+ Elders in Staten Island,GRIOT Circle Inc.,"Via a partnership with The NYC Department for the Aging, and Citymeals on Wheels, GRIOT Circle is looking for responsible volunteers who..."
Meal Service - Individuals & small groups welcome,The Carter Burden Network,"The Carter Burden Network is dedicated to supporting the efforts of older people to remain in their homes living independently, safely,..."
Volunteers:  Cold Pack Station,The Carter Burden Network,"The Carter Burden Network is dedicated to supporting the efforts of older people to remain in their homes living independently, safely,..."
Weekend Volunteer at the New Jewish Home,"The New Jewish Home, Manhattan Division","Volunteers are needed to transport residents to and from Friday afternoon, Saturday and Sunday religious services, afternoon concerts..."
Theatre Workshop Assistant at The New Jewish Home,"The New Jewish Home, Manhattan Division",Come join the elders at The New Jewish Home on Thursday mornings for Theatre Workshop. Volunteers will escort elders to & from the...
Help seniors attend Shabbat Services,"The New Jewish Home, Manhattan Division",Help Elders Attend Shabbat Services at The New Jewish Home. The New Jewish Home is seeking volunteers who are avaliable weekly this fall...
Music Appreciation at The New Jewish Home,"The New Jewish Home, Manhattan Division","The New Jewish Home, Manhattan is seeking music lovers to assist with our Music programs. We have several exiting programs scheduled..."
Jewish Culture Hour at The New Jewish Home,"The New Jewish Home, Manhattan Division",We are seeking individuals to assist weekly with transporting residents to with religious life events on Tuesday and Thursday Afternoons....
Senior Companions - Brooklyn (Kings County),NYS OPWDD Senior Companion Program,Come volunteer as a Senior Companion in Brooklyn! *Must be 55 years or older to volunteer Senior Companions provide one-on-one support...
Cardiac Concierge,Mount Sinai St. Luke's Hospital,The Cardiac Concierge volunteer will assist the department staff by ensuring patient comfort and serve as a customer liaison and point of...
Volunteer with Older Adults on Your Schedule,"DOROT, Inc","Join DOROT""s Response Team for Occasional Visiting with Older Adults Respond to requests for volunteers to visit and work with older..."
Facilitators for adult bereavement support groups,"Service Program for Older People, Inc. (SPOP)",Service Program for Older People (SPOP) is recruiting facilitators for adult bereavement support groups. This can be a deeply meaningful...
Be Part of Someone's Legacy--Become a Hospice Volunteer in Brooklyn!,MJHS Hospice and Palliative Care,MJHS Hospice provides a specialized program of care and services for end-of-life patients. MJHS Hospice provides care for pediatric and...
Seniors Projects with New York Cares in Queens,New York Cares,"Seniors in nursing facilities tend to have few visitors, but with a few hours of your time, you can provide the social interaction vital..."
Seniors Projects with New York Cares in Staten Island,New York Cares,"Seniors in nursing facilities tend to have few visitors, but with a few hours of your time, you can provide the social interaction vital..."
In need of an Arts and Crafts Instructor,DORCHESTER SENIOR CITIZENS CENTER INC,The Dorchester Senior Citizens Center is in need of an arts and crafts instructor to run a class once a week. Currently members are doing...
Prep & Serve (18+),Food Bank For New York City,"Volunteers chop, mix, and prepare food for use at our nightly dinner service, serving up to 500 New Yorkers. You'll also serve a fresh..."
Senior Breakfast (18+),Food Bank For New York City,Volunteers serve breakfast to the elderly at our Senior Program! Some of the most vulnerable New Yorkers are senior citizens. Be on the...
Dinner Service (18+),Food Bank For New York City,"Volunteers serve a hot meal, offer a friendly face, and show fellow New Yorkers that they care! Serve plated meals, give out to go meals,..."
Volunteer Tech Coach,"DOROT, Inc",DOROT’s new One-to-One Technology Coaching Program helps older adults learn to use technology for social connection and accessing...
Donate Birthday Gifts for DOROT's Birthday Visiting Program,"DOROT, Inc","Host a Birthday Gift Drive or Packing Event where you and your closest friends, co-workers, or classmates can come together to purchase..."
Music and Memory,AHRC NYC,"Do you want to be a part of an exciting, innovative project that taps into your passion for music and technology? Whether you are a..."
Internship in Social Services for College Students,"DOROT, Inc","DOROT offers semester or year-long internships for college students interested in careers in non-profit management, community organizing,..."
Music Therapy Volunteers needed in Hudson County,Homeside Hospice,Homeside Hospice is looking for volunteers to provide Music Therapy to our patients in assisted living and in nursing homes in Hudson...
RECREATION THERAPY VOLUNTEERS,THE BROOKDALE UNIVERSITY HOSPITAL AND MEDICAL...,Therapeutic Recreation Volunteers are needed to provide assistance in the Schulman and Schachne Institute for Nursing and...
VOLUNTEER OPPORTUNTITIES,THE BROOKDALE UNIVERSITY HOSPITAL AND MEDICAL...,"Several volunteer opportunities exist in the hospital and/or nursing home. These include: Clerical, Surgical Advocate, Emergency Room,..."
Help seniors attend Religious Life at The New Jewish Home,"The New Jewish Home, Manhattan Division",We are seeking individuals to assist weekly with transporting residents to Religious Services Please apply online at the following link:...
Exercise at The New Jewish Home,"The New Jewish Home, Manhattan Division",Come join the elders at The New Jewish Home to assist with some weekly exercise programs. Volunteers will escort elders to & from the...
Volunteen - Youth Volunteer at The New Jewish Home,"The New Jewish Home, Manhattan Division","The New Jewish Home is seeking youth volunteers (13-17) who are available after school, weekends, holidays, and school breaks. As a youth..."
Help elders attend recreation activities - Transport Assistant,"The New Jewish Home, Manhattan Division",Work under the direction of the staff and with other volunteers to assist in transporting residents in wheelchairs to and from their...
Friendly Visitor at The New Jewish Home,"The New Jewish Home, Manhattan Division","As a friendly volunteer at The New Jewish Home, Manhattan you could be that person who will listen, that much needed friend by spending..."
Music Programs at The New Jewish Home,"The New Jewish Home, Manhattan Division",The New Jewish Home is seeking volunteers who are available weekly on Monday & Tuesday Afternoons in our auditorium as well as...
Travelers Aid Newark Liberty International Airport Volunteer,Travelers Aid Newark Liberty International...,Travelers Aid at Newark Liberty International Airport is seeking volunteers to welcome passengers and provide information regarding a...
Garden and Composting Volunteer,COUNCIL OF PEOPLES ORGANIZATION,"Do you have a green thumb? COPO, a non profit based in Midwood, is starting a community garden and composting program this summer in our..."
Volunteer with Meals on Wheels Monday through Saturday!,Union Settlement,We're looking for several people to volunteer with our Meals on Wheels program Monday through Friday 9am - 1pm or Saturdays 8:30am to...
Do You Speak Hebrew? Looking to Volunteer in Queens?,Queens Community House,Female Jewish senior in her early 90s who speaks Hebrew and Hungarian is looking for a visitor once a week at her Forest Hills home....
Friendly Visiting Volunteers Needed -- Weekly and Monthly Options,"DOROT, Inc","Visit a senior and forge a new friendship. Enjoy conversation, companionship and share mutual interests. These one hour visits occur..."
Serve and Host Meals at DOROT's Homeless Prevention Program for Seniors,"DOROT, Inc","Mix and mingle with DOROT’s Homelessness Prevention Program participants on Thursday evenings. Help serve group dinners, sample a..."
Pharmacy Assistant at The New Jewish Home,"The New Jewish Home, Manhattan Division","The New Jewish Home, Manhattan is currently accepting applications to begin late summer or fall (on or after Aug 19th) to assist in our..."
Office Assistant at The New Jewish home,"The New Jewish Home, Manhattan Division","Volunteers are needed weekdays to assist in a number of offices within our facility. Duties include filing, answering phones, xeroxing,..."
Recreation Assistant at The New Jewish Home,"The New Jewish Home, Manhattan Division","The New Jewish Home is seeking volunteers are needed weekdays, weekends, and some evenings to assist our Therapeutic Recreation staff in..."
Read the Bible with a Spanish-speaking senior in her Forest Hills home,Queens Community House,Sweet and adorable older adult is interested in a friendly visitor to come to her home. This senior considers herself a spiritual person...
Chefs for Food Pantry/Food Justice Organization,The Campaign Against Hunger (TCAH),We are looking for a Nutritionist or Chef with a knowledge/passion for ending hunger and homelessness and providing people with ways to...
Jewish Folk singer wanted for Dementia client,Services Now for Adult Persons,We have a senior client who suffers from Dementia and has 24 hour care. Her family feels she would benefit from a visitor to come once a...
Become a Hospice Volunteer!,Grace Healthcare Services,Grace Healthcare Services is looking for Hospice Volunteers! We welcome your gifts of time and compassion. Whether you choose to work...
Bilingual Computer Instructor,Dominico-American Society of Queens,"Must be able to have a good understanding on basic computer skills, the volunteer(s) will be responsible for teaching these skills to..."
Serenity Hospice Is Looking For Caring People To Volunteer With Our Patients!,Serenity Hospice Care,"Do you want to make a difference in the life of a terminally ill patient? Our patients are located all over NJ, in various facilities and..."
Volunteer Income Tax Assistant,AGAPE HOUSE OF WORSHIP (AHOW),"As a volunteer Tax Assistant, you will assist working families with their tax returns during the tax season. Tax Assistants will be..."
Computer Training,RSS-RIVERDALE SENIOR CENTER,We are looking for a volunteer with the ability to teach basic computer skills to our senior members in either a small group classroom...
Thanksgiving Home Visits,Commonpoint Queens,"We'll be making festive Thanksgiving bags and delivering them to seniors in our neighborhood. Meet at Sam Field Center, receive a..."
Community Patient Support Volunteer,Hospice Care Network,"Hospice Care Network seeks compassionate individuals to provide companionship, respite, run errands, and provide support to people living..."
Give a haircut...become a Hospice Volunteer!,Hospice Care Network,You can make a difference! Come join our team and provide haircuts for people living with an advanced illness within your Queens...
*Thanksgiving* Help Adults With Developmental Disabilities,Commonpoint Queens,You must register for this event with this link: http://cerv.is/m?0295x156 About the program: A Time for Us allows adults with...
Lunch Server and Dining Room Set-Up Volunteer,RSS-RIVERDALE SENIOR CENTER,If you have a passion for working and supporting seniors we invite you to become a Volunteer at Riverdale Senior Services? We are a...
Share Your Pet's Love - Seeking Certified Pet Therapy Volunteers for Hospice!,Hospice Compassus,Life Choice Hospice is seeking Pet Therapy Volunteers to visit our hospice patients throughout Northern NJ. Providing our patients with...
"Hospice/Healthcare Volunteers Needed - Englewood, NJ",Hospice Compassus,Join our team of volunteers. Participate in our engaging and flexible volunteer program. Help play a key role in supporting terminally...
