title,org,desc
Strategic Management & Business Development Intern (Bachelor's),AIDS Foundation of Chicago,The AIDS Foundation of Chicago (AFC) is seeking a responsible and motivated individual to intern in its Strategy & Business...
Social Media Intern,AIDS Foundation of Chicago,The AIDS Foundation of Chicago (AFC) is seeking a creative and motivated individual to intern in its External Relations Department as a...
Getting to Zero Intern,AIDS Foundation of Chicago,The AIDS Foundation of Chicago (AFC) is seeking a creative and motivated individual to intern in its Policy and Advocacy Department and...
Newsletter Editor Empowering Women & Girls,In Her Shoes Foundation,"Newsletter Editor Duties Build content that will help elevate and expand the organization Work with the Executive Committee as the tenor,..."
Branding & Content Leader Empowering Women + Girls,In Her Shoes Foundation,Branding & Content Leader Duties Be engaged throughout the organization to understand IHSF inner workings Be a brand steward and help...
Start Early: Read with Kindergarten students in Chicago Public Schools!,Working In The Schools (WITS),WITS Kindergarten (WITSK) develops trusting and fun relationships between adults and students with the intention of developing the...
Build Community in Chicago Public Schools: Become a Classroom Reading Tutor!,Working In The Schools (WITS),The Classroom Reading Tutor (CRT) program builds relationships between a volunteer and a Rochelle Lee Teacher Awardee that influences the...
Volunteer at the Chicago Architecture Biennial,Chicago Architecture Biennial,Chicago Architecture Biennial Overview The Chicago Architecture Biennial provides a platform for groundbreaking architectural projects...
Volunteer Director,The Safe Haven Network,Purpose: The Volunteer Director is responsible for recruiting and managing volunteers. They will be responsible for allocating...
Become a CUB Insider!,Citizens Utility Board,CUB’s coming to your community and we need help. We’re building a volunteer team to educate people about big issues that...
Help CUB spread the word about Energy Efficiency!,Citizens Utility Board,CUB’s coming to your community and we need your help. We’re building a volunteer team to educate your neighbors about big...
Volunteer Tax Preparer (no experience necessary!),Ladder Up,Ever wished there was something you could do to help working families get ahead financially? Do you believe that when neighbors help...
Event Planner / Fundraising Coordinator,Famous Fido Rescue & Adoption Alliance,Famous Fido Rescue needs an experienced volunteer Event Planner/coordinator to help plan and execute fundraising events. We are a...
Passionate Associate Board Members Wanted!,Street Samaritans,"Hello, We're looking for energetic, passionate and motivated individuals in the Chicagoland area to join our Associate Board. We believe..."
Help Share Chicago Travel Tips to International Travelers,Hostelling International Chicago,HI Chicago Hostel is looking for interested in providing helpful information and suggestions to travelers. The right candidates will...
Be a Pub Crawl Leader & Meet New People,Hostelling International Chicago,Do you enjoy meeting new people and hanging out and meeting many new people? HI Chicago Hostel is looking for volunteers to help lead...
Mentor a high school student **Male mentors needed**,iMentor Chicago,***NOTE : Our female mentor slots are filling fast! Completing orientation and the application process now is highly recommended. If you...
Take Travelers to local Art,Hostelling International Chicago,Art lovers wanted! HI Chicago Hostel is looking for volunteers to help lead an outing to help travelers experience Chicago's excellent...
Mentor a First-Generation College Student,America Needs You,"Only 11% of low-income, first-generation college students are expected to earn bachelor’s degrees. You can help America Needs You..."
Show off your Chicago Neighborhood to Travelers!,Hostelling International Chicago,Show off your Chicago Neighborhood to Travelers! HI Chicago Hostel is looking for volunteers to help lead local neighborhood tours for...
SHN Supply Drive Coordinator,The Safe Haven Network,The Safe Haven Network is looking for an experienced community organizer and event coordinator to manage our annual supply drive for...
Development Director,The Safe Haven Network,Purpose: Development Director Volunteer is responsible for spearheading The Safe Haven Network’s fundraising efforts. They will...
Referral Program Director,The Safe Haven Network,Purpose: The Safe Haven Network is a referral service that connects individuals escaping domestic violence to temporary emergency shelter...
Volunteer at NAAAP-Chicago,NAAAP-Chicago,NAAAP-Chicago is looking for people who wish to use their functional expertise to foster leadership among Asian American professionals....
Marketing & Community Outreach,Muscular Dystrophy Association (MDA),The Marketing and Community Outreach Volunteer will focus on re-engaging Lock-Up participants into one of MDA’s signature...
AmeriCorps - Adult Literacy Specialist,Literacy Volunteers of Illinois,"As Literacy Specialists, AmeriCorps members will provide increased economic and educational opportunities to two underserved populations..."
K-12 Tutors Needed,Horizons for Youth,Horizons for Youth is a Chicago community committed to helping children in low-income families recognize and achieve their full potential...
K-12 Mentors Needed,Horizons for Youth,Horizons for Youth is a Chicago community committed to helping children in low-income families recognize and achieve their full potential...
Volunteer Mentor,ACCESS LIVING OF METROPOLITAN CHICAGO,We currently have a wonderful opportunity for those looking to volunteer and make an impact in a young persons life. We are looking for...
Grant Writer empowering women and girls,In Her Shoes Foundation,"POSITION DESCRIPTION Grant Writer Responsibilities include: -Responsible for conducting all activities required preparing, submitting,..."
"Intern various locations Chicago, Barrington, Park Ridge, Lake Forest",In Her Shoes Foundation,Various Project opportunities to work on site and some remote. Please email us if you are interested inhershoesfoundation@gmail.com
Chief Marketing Committee Chair,In Her Shoes Foundation,Chief Marketing Officer (CMO) The purpose of IHSF (In Her Shoes Foundation) is to empower and inspire every woman and girl to be her...
Coach a One Million Degrees Scholar,One Million Degrees,One Million Degrees Scholars are highly motivated individuals pursuing their associate's degrees. They have persisted through challenging...
Volunteer with Kids In Danger!,Kids In Danger,Kids In Danger (KID) is a nonprofit organization founded by Chicago parents in 1998 after the death of their son Danny. We are a small...
Join KID's 2019-2020 Intern Team for hands-on nonprofit experience,Kids In Danger,KID is looking for motivated volunteers to help fulfill the organization’s mission during the 2019-2020 school year. Because we are...
Graphic Designer,In Her Shoes Foundation,"POSITION DESCRIPTION Graphic Designer Responsibilities include: Design content for marketing and branding, for print and web. This..."
Chicago Area Road to Recovery Volunteer Driver,AMERICAN CANCER SOCIETY,Be a hero and make a difference in the lives of others! Give a cancer patient a much-needed ride to treatment and you'll be the one to...
Mentor Girls (Chicago & Suburbs),In Her Shoes Foundation,Group Mentor for Teen Girl Program/ Youth Coordinator (Chicago & Suburbs) The purpose of IHSF (In Her Shoes Foundation) is to empower...
Program Manager - Program that mentors girls,In Her Shoes Foundation,Ready Set Girls Academy Program Manager The purpose of IHSF (In Her Shoes Foundation) is to empower and inspire every woman and girl to...
Social Media Representative,In Her Shoes Foundation,POSITION DESCRIPTION IHSF Social Media Representative Responsibilities include: -Increase In Her Shoes Foundation awareness on key social...
Board of Directors President and Vice President,In Her Shoes Foundation,Board of Directors In Her Shoes Foundation Board Development Committee is seeking qualified candidates to join the Board of Directors for...
Annual Gala Event Planner,In Her Shoes Foundation,Gala Volunteer Event Planner Duties: 1. Attend all committee meetings and phone calls as needed. 2. Keep a file of all pertinent...
Program Manager for Ready Set Girls Academy,In Her Shoes Foundation,In Her Shoes Foundation is excited to offer a new and unique mentor program called Ready Set Girls Academy. The goal of this program is...
Intern Coordinator,In Her Shoes Foundation,"Intern Coordinator Responsibilities include: Mentor new interns in the organization Conduct meetings to assess progress, encourage..."
Associate Board Volunteer,In Her Shoes Foundation,What is the In Her Shoes Foundation Associate Board? The Associate Board is an auxiliary board of In Her Shoes Foundation comprised of...
Photographer,In Her Shoes Foundation,Photographer Responsibilities include: working with Marketing Committee to discuss the images they require and how they want to use them...
Human Resources Director,In Her Shoes Foundation,HR Committee Chair Reporting to: Executive Director Responsibilities include: Actively recruit for positions within the organization Help...
Webinar Development and Management,In Her Shoes Foundation,Webinar Development and Manager is responsible for developing and executing a clearly defined webinar program strategy in a manner that...
Marketing and Hospital Outreach Internship,Imerman Angels 1-on-1 Cancer Support,"About Imerman Angels: Through our unique matching process, Imerman Angels partners anyone seeking cancer support with a ""Mentor..."
Development Internship,The Network - Advocating Against Domestic...,"Under the supervision of the Director of Development, the Development Intern will be gaining valuable professional experience in the..."
Stay for Free for Groups of 6+ Return for Community Service,Hostelling International Chicago,"At HI USA, we believe in the power of travel to open minds and the power of community service to open hearts. Above all, we believe that..."
Cancer Support Program Volunteer,Imerman Angels 1-on-1 Cancer Support,The most important objective for our cancer support program is to ensure that everyone who contacts us and requests personalized cancer...
Outreach Internship,Imerman Angels 1-on-1 Cancer Support,"About Imerman Angels: Through our unique matching process, Imerman Angels partners anyone seeking cancer support with a ""Mentor..."
Youth Leader - Chicago Metro South,AWOFINC,AWOFINC Youth Leaders Must................ Be affiliated with AWOFINC or any affiliate program Be between the ages of 13 and 19 years of...
Become an Imerman Angels Volunteer!,Imerman Angels 1-on-1 Cancer Support,"Imerman Angels provides personalized, 1-on-1 cancer support for cancer fighters, survivors, and caregivers! We are always in need of new,..."
"Volunteer with Girl Scouts, and Be the Role Model She'll Always Remember",Girl Scouts of the USA,"As a Girl Scout volunteer, you’ll introduce girls to new experiences that show them they’re capable of more than they ever..."
Leaders needed! Put your people skills to use helping veterans through Soldiers' Angels!,Soldiers' Angels - Chicago,VA Deputy Representative Leaders needed! Put your people skills to use helping veterans through Soldiers’ Angels! As the VA Deputy...
Volunteers needed to host foreign exchange students,Ayusa,Ayusa is seeking volunteers nationwide to help support our exchange students in the following ways: Host Families welcome 1 or 2 exchange...
Chicago's Little Village and Pilsen neighborhoods need leaders like YOU!,Girl Scouts of Greater Chicago and Northwest...,Girls in Little Village and Pilsen neighborhoods need inspiring Girl Scout troop leaders - people like you! We are looking for people to...
Volunteer at our 2nd Annual Open Hearts Gala at TAO!,Street Samaritans,Hello Chicago! We're very about our 2nd Annual Open Hearts Gala at TAO Chicago! This event is our most important benefit to date and we...
Bring joy to veteran patients through the Veteran Support program at Soldiers' Angels!,Soldiers' Angels - Chicago,Patient Visit Volunteer Bring joy to veteran patient s through the Veteran Support program at Soldiers’ Angels! When loved ones are...
Event Coordinator,Soldiers' Angels - Chicago,Event Coordinator Start planning parties with a purpose! Join our team today! From simple luncheons to bingo nights with a flair and a...
Luncheon Coordinator,Soldiers' Angels - Chicago,Want to serve our veterans a warm and homestyle meal? Luncheon Coordinator will conduct Bi-weekly or monthly luncheons/dinners organized...
Outreach Respresentative,Soldiers' Angels - Chicago,Outreach Coordinator Get out and about in the community to support veterans through Soldiers’ Angels! Join our team today and begin...
Make a Difference in Girls Lives! Troop in Lincoln Park area looking for a leader!,Girl Scouts of Greater Chicago and Northwest...,Make a difference in girls lives! St. Ignatius girls are looking for a leader for their Ambassador troop (11th grade). Day and time is...
"Cook a meal for the homeless, Streeterville/Gold Coast, flexible shift times.",Chicago Fun Volunteers,"No need to wait for a reply, you can just show up and start helping. Join Fight2Feed as we help cook and feed 150+ meals for the homeless..."
Volunteers needed at Chicago Cubs games,WOMEN MOTIVATING WOMEN,Hello! We are in need of volunteers to manage our concessions stand at Wrigley Field. Requirements: A pleasant attitude Black Pants and...
Help Immigrants Learn English - Become an English Literacy Tutor!,Aquinas Literacy Center,Help adult immigrants learn English at Aquinas Literacy Center! By volunteering as an English Literacy Tutor for just 90 minutes per week...
Become a Crisis Counselor and support people across the country!,Crisis Text Line,"Crisis Text Line provides free, nationwide, 24/7 support for people in crisis, all via text message. The service is powered by volunteer..."
Volunteer Child Care Worker,Little City,Little City's Foster Care and Adoption are looking for volunteer child care workers to help out while there is a Foster Parent training....
Volunteer with The Kids,The Honeycomb Project,We’re so glad you found us! We host a variety of projects each month to make it easy for your and your kids to get out of the house...
Fresh Market Volunteer,La Casa Norte,"Nutrition Center Fresh Market Volunteer ""La Casa Norte’s mission is to serve youth and families confronting homelessness. We..."
Community Cafe,La Casa Norte,"Join us for a free and healthy meal in community prepared by our professional chef, Martin Ashton (Lakeview Pantry). Our Community Café..."
AMAZING Support Members Needed!,The Honeycomb Project,We're so glad you found us! We are looking for fun and enthusiastic people just like you to help run our weekend volunteer projects for...
Clothing Closet Assistant,La Casa Norte,"Title: Emergency Clothing Closet Assistant ""La Casa Norte’s mission is to serve youth and families confronting homelessness...."
"Volunteer Opportunities at Somebodae School of the Arts (Chicago, IL)",Somebodae School of the Arts (SSA),"With wide-ranging opportunities to use your expertise, skills, talents and passions, you will be able to give back, improve the lives of..."
Housing Location Specialist,La Casa Norte,"""La Casa Norte’s mission is to serve youth and families confronting homelessness. We provide access to stable housing and..."
OT and PT students wanted!,Midwest Brain Injury Clubhouse,The Midwest Brain Injury Clubhouse is an organization located in the West Loop of Chicago that helps adults with Traumatic and Acquired...
Make a difference in someone's life: Consider VOLUNTEERING and have FUN while you're at...,Midwest Brain Injury Clubhouse,Love the city? Would you like to have some fun and make a difference all at the same time? Please join Midwest Brain Injury Clubhouse...
Driver Seniors to Events in our Bus!,Little Brothers - Friends of the Elderly...,"Little Brothers - Friends of the Elderly's philosophy, programs and activities are focused on alleviating loneliness and isolation among..."
The Holidays are here! Share the season with a lonely elderly person!,Little Brothers - Friends of the Elderly...,"Little Brothers - Friends of the Elderly's philosophy, programs and activities are focused on alleviating loneliness among elders. The..."
One Month to One Year Volunteering Opportunities now available!,Camphill Village Kimberton Hills,Camphill Village Kimberton Hills is an agricultural and crafts community looking for resident volunteers to live and participate...
Tutor in Logan Square,Tutoring Chicago,Looking to make a lasting impact on your community? Join our growing volunteer team in Logan Square and help a student develop the...
Fundraising Volunteer,Desire to Aspire Mentoring Program,Desire to Aspire is looking for energetic and dedicated individuals interested in supporting the organization through fundraising....
Volunteers needed for the 2019 Chicago Bears football games,Simply United Together,We are looking for volunteers to help assist with our concession stand at Soldier Field Stadium for the 2019 Chicago Bears football...
Volunteers needed for the 2019 Chicago Cubs baseball season,Simply United Together,"Volunteers needed to help assist running our concession stand at Wrigley Field for the 2019 Chicago Cubs baseball season, if you are..."
Be A Youth facilitator: The Service to Armed Forces Resiliency Team NEEDS you!,American Red Cross - Chicago and Northern...,"The youth facilitator will provide re-connection Workshop courses to military, veterans and their families in various community-based..."
Read with CPS Kindergarteners in Pilsen at Walsh Elementary!,Working In The Schools (WITS),Working in the Schools (WITS) sets students on a trajectory for success by building critical literacy skills and developing positive...
Love Working with People. Join us!,American Red Cross - Chicago and Northern...,"Are you ENTHUSIASTIC about the leading engagement efforts of volunteers? Well, this opportunity is for you! The Department Volunteer..."
Do you have a passion for community? Community Volunteer Leader position is perfect for...,American Red Cross - Chicago and Northern...,A Community Volunteer Leader (CVL) is a volunteer-based position who works in partnership with the Executive Director to support the...
Help EAA Clean and Green the Community,European American Association,Join the staff of European American Association as we Clean and Green the local community. Every spring and fall we take to the streets...
Curriculum Developer,As One We Can Foundation dba The Black Ecosystem,"Hello, The Black Ecosystem (a subsidiary of As One We Can Foundation) is looking for a Curriculum Developer Volunteer who can make sure..."
Fragrance Developer (Fragrance Chemist),As One We Can Foundation dba The Black Ecosystem,"Hello, we are looking for a Fragrance Developer Volunteer. Our youth organization teaches disadvantaged teens ages 16-19 how to develop a..."
Volunteers Needed for Adult GED Class (FAST west),UIC CENTER FOR LITERACY VOLUNTEER PROGRAM,"This Opportunity is available Monday-Thursday 9 AM to 12 PM at Garfield Community Service Center (10 S. Kedzie Ave, Chicago, IL 60612)..."
Recognition and Appreciation Volunteer Lead,American Red Cross - Chicago and Northern...,The Service to Armed Forces / International Services team is seeking a Recognition and Appreciation Lead to oversee the development and...
Soup Kitchen and Food Pantry Volunteer,St Vincent de Paul Food Pantry and Soup Kitchen,"The Elizabeth Ann Seton Food Pantry and Sandwich Window began in 1980, handing out coffee and sandwiches to patrons on our front porch...."
Grant Writer,Association House of Chicago,"Work with the Association House Development Department in planning and implementing effective fundraising initiatives, grant research and..."
Disaster Services External & Government Relations Volunteer,American Red Cross - Chicago and Northern...,"Establish and maintain relationships with Police, Fire, Emergency Management, Human Services and Public Health partners. Sit on critical..."
Disaster Recovery Casework Volunteer,American Red Cross - Chicago and Northern...,"Support the disaster recovery of individuals, families, and communities through the activities of Casework and Recovery Planning,..."
Disaster Dispatch Volunteer,American Red Cross - Chicago and Northern...,Ensures timely activation and monitoring of local and regional DAT responses. This role supports our Disaster Action Team Members to...
Thrift Store Assistant- Nearly New Store at Marillac St. Vincent Family Services,Marillac St. Vincent Family Services,The recently re-opened Marillac St Vincent Nearly New Thrift Store is looking a couple of STORE ASSISTANTS. We want responsible people as...
Home Bound Seniors- Volunteer Delivery Assistant/Driver,Marillac St. Vincent Family Services,DELIVER GROCERIES TO HOME BOUND SENIORS Make a real difference in a life! This an ongoing opportunity to deliver groceries to home bound...
ESL Instructor,St. Joseph Services,We offer talented individuals the opportunity to lend their knowledge of the English language to our enthusiastic adult students....
Chicago kids need YOU: Be a mentor & a tutor... be the difference! Volunteer in the...,Midtown Educational Foundation - Metro for...,"Chicago low-income students need you! Students who attend Metro self-report growth in confidence, friendship, and leadership skills AND..."
Volunteer with The Kids,The Honeycomb Project,We’re so glad you found us! We host a variety of projects each month to make it easy for your and your kids to get out of the house...
AMAZING Support Members Needed!,The Honeycomb Project,We're so glad you found us! We are looking for fun and enthusiastic people just like you to help run our weekend volunteer projects for...
Help Save Lives: Blood Donor Ambassador,American Red Cross - Chicago and Northern...,"As a Blood Ambassador, you will provide excellent and enthusiastic customer service to enhance the blood donor experience. You will..."
Love cooking? We need volunteer cooks at our events for seniors!,Little Brothers - Friends of the Elderly...,"Little Brothers - Friends of the Elderly's philosophy, programs and activities are focused on alleviating loneliness among seniors. The..."
Hope in Action Health Fair,Metropolitan Chicago Breast Cancer Task Force,The Metropolitan Chicago Breast Cancer Task Force (the Task Force) is thrilled to be launching our new name and expanded women’s...
Be a Front Desk Volunteer,Aquinas Literacy Center,Greet all who come to Aquinas Literacy Center! Our Front Desk Volunteers helps Aquinas Literacy Center embody our mission of hospitality...
Volunteers needed for the 2019 Chicago White Sox Baseball Season,Simply United Together,Volunteers needed for the 2019 Chicago White Sox Baseball Season ...We are in need of assistance of running our concession stand at...
St. Jude Univision Radiothon,ALSAC/St. Jude Children's Research Hospital,St. Jude Promesa y Esperanza Radiothon We are in need of bilingual volunteers for our Univision Chicago and St. Jude Promesa y Esperanza...
3rd Annual JGS Gala- DISCO BALL Event Support Help,"Jennie Goas Silverman Foundation, Inc",The Jennie Goas Silverman Foundation is looking for volunteer event support for our 3rd annual JGS Gala: Disco Ball. Our Disco Ball will...
Second Saturday Volunteer at St. James Food Pantry,ST. JAMES FOOD PANTRY,Volunteers are needed from 8:00 am-Noon. Second Saturdays are our giant distributions to our clients. On those Saturdays we serve 200-300...
Third Sunday Volunteer at St. James Food Pantry,ST. JAMES FOOD PANTRY,Upcoming Sunday's: November 3rd November 24th Volunteers are needed from 1:30 pm- 3:00 pm. Third Sundays are when we receive donations...
12 Bars of Charity,Best Buddies Illinois,"We are in need of volunteers to check-in attendees during event registration on Saturday, December 14th from 1-4pm. Location is TBD. For..."
Accountant Needed for Financial Review,Chicago Community ToolBank,We need an independent financial review or audit by a CPA. We can accommodate virtually any hours needed by the volunteer to complete...
Marketing and Development Internship,GREEN STAR MOVEMENT NFP,Apply on our website! https://greenstarmovement.org/internships Love meeting new people? Are you interested in learning more about...
Mural Arts Internship,GREEN STAR MOVEMENT NFP,Apply on our website! https://greenstarmovement.org/internships Want to learn how to make large-scale mosaics? Curious how a design on...
Social Media and Events Marketing Internship,GREEN STAR MOVEMENT NFP,Apply on our website! https://greenstarmovement.org/internships Love the back-and-forth on Twitter? Got great ideas for Instagram videos?...
Volunteers needed for the SUT Chicago Illinois Chapter,Simply United Together,We are looking for volunteers to be apart of our Simply United Together Chicago Chapter...Duties are participating at our local community...
Volunteers needed for the 2019 Chicago Bears Home Football Games,Simply United Together,Hello! We are in need of volunteers to manage our concessions stand at Soldier Field for the 2019 Chicago Bears Home Games. Requirements:...
Volunteers needed for 2019 Chicago Bears Football Home Games,Simply United Together,We are in need of volunteers to assist us running our concession stand at the 2019 Chicago Bears games at Soldier Field if you are...
Volunteer Services Regional Volunteer Screener,American Red Cross - Chicago and Northern...,The Volunteer Screener gathers relevant information about prospective volunteer candidates while assessing which position(s) volunteers...
Learn to complete papers for non-profit,Chicago URBAN ART RETREAT Center,work on preparing papers for a non-profit organization. learn about how to do this type of work.
IMD Guest House Snack Maker,IMD Guest House,Our hospital supported Guest House needs Snack Makers to make some healthy or savory snacks. Pick a day to come bake (or not bake)...
Tutor in West Loop/Near West Side,Tutoring Chicago,Looking to make a lasting impact on your community? Join our growing volunteer team in the West Loop/Near West Side and help a student...
Inspire and Prepare Young People,Junior Achievement USA,Make an impact on the lives of kindergarten to 12th grade students across the USA by volunteering for JA! Volunteers can engage with...
Grab 'n Go Breakfast volunteers & sponsors needed,IMD Guest House,Grab & Go Breakfast volunteers and sponsors needed. We like to offer our guests a light continental breakfast in our Community Room...
Hospice CareCenter Volunteer - Chicago,JourneyCare,Volunteer in your community and set your own schedule! JourneyCare is looking for volunteers to serve at our Hospice CareCenter in...
Veteran Pinning Facilitator,JourneyCare,Veteran Volunteers play a unique and very important role in the care we provide to our hospice patients. This particular role supports...
Team Care Coordinator Assist- Chicago,JourneyCare,"Who is JourneyCare? The largest nonprofit provider of palliative, and supportive care in Illinois, JourneyCare serves nearly 4,000 adult..."
Deliver Life-Saving Products to Hospitals and Facilities,American Red Cross - Chicago and Northern...,Volunteer as a Biomedical Transportation Specialist and deliver lifesaving blood products from Red Cross distribution facilities to...
Event Volunteer at Chicago Ideas Week,INNOVATION FOUNDATION INC,"To become a volunteer, visit https://www.chicagoideas.com/volunteer. We are a unique nonprofit platform designed to inspire action..."
Event Volunteer at Chicago Ideas Week,INNOVATION FOUNDATION INC,"To become a volunteer, visit https://www.chicagoideas.com/volunteer. We are a unique nonprofit platform designed to inspire action..."
Career Day at Phoenix Military Academy,Junior Achievement of Chicago,"At Junior Achievement, we believe that exposure to professional role models like you can help students set meaningful goals, make smarter..."
Teach Work Readiness Workshops at Phoenix Military Academy!,Junior Achievement of Chicago,Please join our High School Seniors from Phoenix Military Academy at Robert Morris University to teach three Work Readiness workshops!...
Put a smile on a patient's face! Children's Hospital volunteers wanted!,Ann & Robert H. Lurie Children's Hospital of...,Ann & Robert H. Lurie Children's Hospital of Chicago is seeking interested candidates to help in a variety of volunteer roles with...
Volunteer Instructor - Computing Fundamentals,Association House of Chicago,"Help serve our community by teaching adults the basic computer literacy skills they need to enrich their lives, and improve their career..."
Academic Tutor/Mentor for High School Students,HighSight,"HighSight is a nonprofit organization that provides scholaships, tutoring, mentoring, leadership development and college readiness..."
Love to cook? Prepare a meal for up to 100 people with your colleagues or friends,Care For Friends,We are seeking volunteer teams and individuals to prepare and serve a hot meal on a final Saturday of the month or to fill in for a...
Docents & Greeters at Lincoln Park Conservatory,Lincoln Park Conservancy,Be an ambassador for the City and plants of the world at one of Chicago's most beloved retreats -- become a Lincoln Park Conservatory...
Volunteers needed at the Chicago Bears Football Season,Sarah and Marys Helping Hands,We are in need of volunteers to manage our concessions stand at Soldier Field A pleasant attitude Black Pants and Black Tennis...
St. Jude Young Professionals Harvest Moon,ALSAC/St. Jude Children's Research Hospital,"Harvest Moon Friday, November 1st, 2019 | Venue 19 East Chicago |19 East 21st Street, Chicago, IL St. Jude Harvest Moon is the signature..."
PC Support Technician,Above and Beyond family Recovery Center,Above and Beyond Family Recovery Center provides FREE counseling service to the most under-served substance abusing populations in...
Office Assistant,Above and Beyond family Recovery Center,"Above and Beyond is looking for a reliable, organized Office Assistant to manage the day-to-day administrative aspects of our recovery..."
Event Supporter,Above and Beyond family Recovery Center,Above and Beyond Family Recovery Center provides FREE counseling service to the most under-served substance abusing populations in...
