title,org,desc
Blindness Technology Volunteer,Afghanistan International Foundation for the...,"The Afghanistan International Foundation For The Blind (AIFB) formally known as ""Afghanistan Blind Women and Children Foundation..."
Web Designer,Afghanistan International Foundation for the...,"The Afghanistan International Foundation For The Blind (AIFB) formally known as ""Afghanistan Blind Women and Children Foundation..."
Student Intern Department,Afghanistan International Foundation for the...,"The Afghanistan International Foundation For The Blind (AIFB) formally known as ""Afghanistan Blind Women and Children Foundation..."
Board Member Needed for Organization to Aid the Blind,Afghanistan International Foundation for the...,"The Afghanistan International Foundation For The Blind (AIFB) formally known as ""Afghanistan Blind Women and Children Foundation..."
Board Members,Bond Street Theatre,"Bond Street Theatre has been a pioneer in Theatre for Social Development and Arts in Peacebuilding in critical areas worldwide, currently..."
PHOTOGRAPHER - Help Make Our Domestic Violence Non Profit COME ALIVE!,Sue Rock Originals Everyone,PHOTOGRAPHER - Help Make Our Domestic Violence Non Profit COME ALIVE! Sue Rock Originals Everyone is a domestic violence non profit that...
"Bring Your Crafting, Crocheting, Knitting or Painting Skills to BRC!","Bowery Residents' Committee, Inc.","This 103-bed women’s shelter in Bed-Stuy, Brooklyn serves a population suffering from multiple issues including mental illness,..."
Restore Hope Outreach Coordinator,RESTORE HOPE INC,"As an Outreach Coordinator with Restore Hope, you will be on the front lines of ministry, leading volunteer teams at outreach events,..."
WonderWalk - Supplies for Elementary School Walks,March of Dimes,We are putting supplies together to send to elementary schools across the city for our WonderWalk program and need your help!
Focused on improving your photography? Learn from the best!,Professional Women Photographers,"Women's photography organization is looking for help in its membership department, social media, event planning, financial department and..."
Office Volunteer,LIFEWAY NETWORK INC,LifeWay Network is a 501(c)(3) nonprofit organization that joins the global movement against human trafficking by providing safe housing...
Long-term Live-in Volunteer at Safe House,LIFEWAY NETWORK INC,LifeWay Network is a 501(c)(3) nonprofit organization that joins the global movement against human trafficking by providing safe housing...
NYC: Brand Assessment Expert for Small Business,START SMALL THINK BIG INC,Do you want to use your expertise to help underserved entrepreneurs build and sustain their thriving businesses? Our Market Access...
NYC: Website Audit Expert for Small Business,START SMALL THINK BIG INC,Do you want to use your expertise to help underserved entrepreneurs build and sustain their thriving businesses? Our Market Access...
NYC: Online Advertising Expert for Small Business,START SMALL THINK BIG INC,Do you want to use your expertise to help underserved entrepreneurs build and sustain their thriving businesses? Our Market Access...
NYC: Product Photography for Under-Resourced Small Businesses,START SMALL THINK BIG INC,Under-resourced small business owners are in need of high-resolution images of their products including food and retail products. The...
NYC: Strategic Marketing Plan Expert for Small Business,START SMALL THINK BIG INC,Do you want to use your expertise to help underserved entrepreneurs build and sustain their thriving businesses? Our Market Access...
NYC: Sales Optimization Expert for Small Business,START SMALL THINK BIG INC,Do you want to use your expertise to help underserved entrepreneurs build and sustain their thriving businesses? Our Market Access...
NYC: Website Designers for Small Businesses,START SMALL THINK BIG INC,Are you a Website Designer looking to use your skills for greater good? Become a volunteer at Start Small Think Big! We are a non-profit...
NYC: Graphic Designers for Small Business,START SMALL THINK BIG INC,Are you a Graphic Designer looking to use your skills for greater good? Become a volunteer at Start Small Think Big! We are a non-profit...
NYC: SEO Expert for Small Business,START SMALL THINK BIG INC,Do you want to use your expertise to help underserved entrepreneurs build and sustain their thriving businesses? Our Market Access...
NYC: Social Media Strategy Expert for Small Business,START SMALL THINK BIG INC,Do you want to use your expertise to help underserved entrepreneurs build and sustain their thriving businesses? Our Market Access...
Marketing and Event Management Volunteer,START SMALL THINK BIG INC,DESCRIPTION Start Small Think Big (Start Small) is a not-for-profit organization located in Harlem. Our mission is to help low- to...
"Arts & Crafts, Knitting, Crocheting,Beading at The New Jewish Home","The New Jewish Home, Manhattan Division","Come join the elders at The New Jewish Home for the Knitting, Crochet, and Beading workshops. This is a great opportunity for a creative..."
Nail Spa at The New Jewish Home,"The New Jewish Home, Manhattan Division",You do not have to be a professional to provide residents with manicures. Socialize with older adults while doing their nails. You will...
Volunteer LPNs and RNs Needed for Pro-Life BX and BK Clinics,"Expectant Mother Care, a project of The...",This is an unique and exciting >volunteer intern< position for English speaking and bi-lingual English/Spanish speaking pro-life...
1 Senior 1 Volunteer and 2 Smiles,Jewish Community Council of Greater Coney Island,Friendly Visiting NY works with Citymeals on Wheels and NYC Department for the Aging to alleviate the loneliness of our elderly homebound...
Amazing Opportunities Await Staten Islanders To Volunteer with Older Adults,COMMUNITY AGENCY FOR SENIOR CITIZENS INC,We have a lovely wheelchair bound senior who spends most of her days alone. This Client does not have much of a family. She loves old...
"""Outreach""  Coordinator Organizers for action",YOUNG STARR MOVEMENT INC,"Duties include, but are not limited to, the following: Work with Young Starr Movement leadership to develop and implement a comprehensive..."
Girls on the Run NYC Fall 5k - Sign up to volunteer or be a Sparkle Runner!,Girls on the Run NYC,"Join us on Sunday, December 8, at Icahn Stadium for the Girls on the Run NYC Spring 5k! At Girls on the Run, we inspire girls to be..."
URGENT!   Thrift Store Volunteers Needed!,LSA Family Health Service,"URGENT! Our Sharing Place Thrfit Shop, which supports the operation of the LSA Family Health Service, is in GREAT NEED for thrift shop..."
"Hair Stylists, Makeup Artists, Massage Therapists & Wellness Experts",FRIENDS OF NEW YORK CITY NURSE FAMILY...,Friends of NYC Nurse-Family Partnership supports the NFP program in the 5 boroughs of NYC. NFP provides nurse home visiting services to...
Pre-School Teacher,FRIENDS OF NEW YORK CITY NURSE FAMILY...,Do you have a few hours to spend helping us devlop programs for young mothers and their babies? The mission of Friends of NYC...
Bilingual English-Spanish or English-French Creole Translators,FRIENDS OF NEW YORK CITY NURSE FAMILY...,Do you have a few hours to spend interacting with young mothers and their babies? Or perhaps you would rather help us behind the scenes...
Facilitators for adult bereavement support groups,"Service Program for Older People, Inc. (SPOP)",Service Program for Older People (SPOP) is recruiting facilitators for adult bereavement support groups. This can be a deeply meaningful...
ESL Volunteers,Commonpoint Queens,ESL Volunteers Needed for Conversation Classes Class Day(s): Tuesday Class Time: 9am to 10am (1 hour) Description of Need: Commonpoint...
"Newark: Seeking Dynamic, Professional, Female Leaders for Women's Empowerment Org",WGIRLS INC,"Are you a bright, motivated, self-starting professional woman who cares deeply about the needs of women and children in your community?..."
Makeup Instructor Needed!,AHRC NYC,"Here at AHRC we support individuals who have intellectual and developmental disabilities, many of the women are interested in learning..."
Baby Minder/Hospitality Volunteer STATEN ISLAND,FRIENDS OF NEW YORK CITY NURSE FAMILY...,Friends of NYC Nurse Family Partnership helps first-time low-income mothers get their babies off to a good start. We need volunteers to...
Volunteer Childcare Provider,Jeremiah Program-Brownsville,Volunteer Childcare Provider Overview Childcare workers care for children when the Mothers are attending a training or workshop. Job...
Empowerment Facilitator,Jeremiah Program-Brownsville,Empowerment Program Background Empowerment training at Jeremiah Program is made available to Jeremiah participants utilizing Jeremiah...
Volunteer Life Skills Facilitator,Jeremiah Program-Brownsville,"Overview: At Jeremiah Program, young women make a commitment to self-improvement. At our Campus communities Brooklyn, NY, Jeremiah..."
Volunteer with Masa's Las Adelitas - a young women's leadership program,Masa,"About Masa: Masa partners with Mexican and Latino immigrant children, youth, and families in the South Bronx to develop strong learners..."
Volunteer with Masa's Las Adelitas - a young women's leadership program,Masa,"About Masa: Masa partners with Mexican and Latino immigrant children, youth, and families in the South Bronx to develop strong learners..."
Safe House Volunteer for Survivors of Human Trafficking,LIFEWAY NETWORK INC,Our Mission 'to combat human trafficking through education and safe housing' was developed to stand in solidarity against the trafficking...
Yoga Instructor & Baby Massage Teacher for Young Mothers,FRIENDS OF NEW YORK CITY NURSE FAMILY...,We need a Baby Massage Teacher and a Yoga Instructor to spend a couple of hours with our wonderful young mothers. We're the Friends of...
Read the Bible with a Spanish-speaking senior in her Forest Hills home,Queens Community House,Sweet and adorable older adult is interested in a friendly visitor to come to her home. This senior considers herself a spiritual person...
Childhood Development Expert for Children 0-2/Early Intervention Professional,FRIENDS OF NEW YORK CITY NURSE FAMILY...,Do you have a few hours to spend helping us devlop programs for young mothers and their babies? The mission of Friends of NYC...
Jewish Folk singer wanted for Dementia client,Services Now for Adult Persons,We have a senior client who suffers from Dementia and has 24 hour care. Her family feels she would benefit from a visitor to come once a...
GWC: Girls Who Code Coach- Week day Evenings (4pm-6pm),JerseySTEM,"JerseySTEM is an all volunteers grassroots non-profit agency dedicated to bridging the Innovation Gap, the Opportunity Gap and the Gender..."
Inspire future leaders - supervise WAFAA Organization Volunteers,Women and Families Ascending Association (WAFAA),WAFAA Organization: Women and Families Ascending Association Organization Do you enjoy helping others out? Do you have strong leadership...
Fund Raising Help,Women and Families Ascending Association (WAFAA),"WAFAA Orgnainizaion needs your help in some fund raising! We need people to help organize, arrange invites and contact our supporters and..."
Would You Like to Help Out at an Awesome Fundraiser Where there Will be Senators Present?,Women and Families Ascending Association (WAFAA),WAFAA Women And Family Ascending Association: Welcome Volunteers! Do you want to serve a great organization that interfaces with Senators...
"Outstanding Volunteers needed for WAFAA, an Outstanding Organization",Women and Families Ascending Association (WAFAA),"Volunteers needed for an awesome organization, Women and Families Ascending Association (WAFAA) Organization. Please come help this..."
Inspire future leaders - supervise WAFAA Organization Volunteers,Women and Families Ascending Association (WAFAA),WAFAA Organization: Women and Families Ascending Association Organization Do you enjoy helping others out? Do you have strong leadership...
Fundraising Intern,Women and Families Ascending Association (WAFAA),"WAFAA Orgnainizaion needs your help in some fund raising! We need people to help organize, arrange invites and contact our supporters and..."
"Outstanding Volunteers needed for WAFAA, an Outstanding Organization",Women and Families Ascending Association (WAFAA),"Volunteers needed for an awesome organization, Women and Families Ascending Association (WAFAA) Organization. Please come help this..."
Help Us Help Others!! Join Our Mission!,Women and Families Ascending Association (WAFAA),Women and Families Ascending Association (WAFAA) is a non-profit organization located in Wayne and Paterson New Jersey. Our mission is to...
Non-profit Internship,Women and Families Ascending Association (WAFAA),PLEASE SUBMIT YOUR RESUME AND APPLICATION DIRECTLY TO wafaa@wafaaorganization.org AND THEN PLEASE CALL US FROM 973-766-2406. We are a...
ESOL Teacher (Basic level),Project New Yorker,"A non profit organization located in Jamaica Hillside, Queens NY is seeking a part time Basic ESOL Volunteer Teacher. The candidate..."
Physicians and Nurse Practitioners - We Need You!,Bergen Volunteer Medical Initiative,"Volunteer Doctors, Nurse Practitioners and Medical Health Professionals - WE NEED YOU! BVMI provides free primary healthcare to..."
Short video maker,Project New Yorker,We are looking for a volunteer to do a short documentary for a non profit organization working to improve the quality of life of...
Medical Scribe,Bergen Volunteer Medical Initiative,BVMI provides free primary healthcare to low-income Bergen County residents who do not have health insurance. Our patients lack the means...
Volunteer for Fundraiser,Women and Families Ascending Association (WAFAA),"We are looking for volunteers who can help us on the night of of our annual fundraiser on March 31, 2018 at The Crowne Plaza. Tasks..."
Start Out Fresh Intervention Advocates Seeks Volunteers!,SOFIA - Start Out Fresh Intervention Advocates,"Start Out Fresh Intervention Advocates, fondly referred to as S.O.F.I.A., is a 501(c)(3) non-profit organization that provides advocacy,..."
Help us support women and children affected by domestic violence,SOFIA - Start Out Fresh Intervention Advocates,S.O.F.I.A. is seeking volunteers to help us with a variety of tasks ranging from promoting our programs/events to raising funds in our...
Grant Writing #Internship at WAFAA Organization,Women and Families Ascending Association (WAFAA),WAFAA Women and Families Ascending Association Do you want to serve a great organization that interfaces with Senators and other powerful...
Digital Literacy Tutor/ Instructor,Commonpoint Queens,Digital Literacy Tutor/ Instructor Position is based in Samuel Field Center Teach basic to intermediate computer classes to adults Offer...
Friend for an hour in Floral Park,Services Now for Adult Persons,"We have a lovely senior who would like a female friend to talk to, watch old movies, walk with or even play a game of scrabble. If this..."
Bowler with availability on Sundays in Queens,Services Now for Adult Persons,We have a lovely senior who would like a female friend to share in good conversation and even bowl a few games If this opportunity...
Briarwood area volunteers needed,Services Now for Adult Persons,We have a few seniors that live near the Queens Courthouse on Queens blvd. Parking is not great but if you can get there by foot or...
Basic Computer Skills instructor,Project New Yorker,Project New Yorker is seeking a Basic Computer instructor for our Digital Literacy program for women. Class will he held for 8 weeks for...
QuickBooks Basics Instructor,Project New Yorker,We are looking for a volunteer QuickBooks Basics Instructor for our weekend classes (3 hours/week). People with extensive knowledge with...
Floral Park senior would like a friend,Services Now for Adult Persons,"We have a senior client in Floral Park Queens who would love a female friend to walk with, play scrabble, and possible even go to the..."
CAN YOU GIVE ONE HOUR PER WEEK?  FLEXIBLE!,Services Now for Adult Persons,"SNAP (Services Now for Adult Persons, Inc, ) services seniors in the community and delivers over 400 meals on wheels per day to home..."
Registered Nurses - Join our Team of  Volunteers,Bergen Volunteer Medical Initiative,Registered Nurses - We Need You! Are you: An RN who is looking to do meaningful work? Interested in practicing medicine in a kind and...
Serbian speaking volunteer needed in Oakland Gardens,Services Now for Adult Persons,We have a wonderful client who is from Serbia who would love to speak in her native tongue. She would like to walk around the...
Community Outreach,Bergen Volunteer Medical Initiative,BVMI is a clinical facility that provides free primary healthcare to low-income working Bergen County residents who do not have health...
Interpreter - Korean,Bergen Volunteer Medical Initiative,BVMI provides free healthcare to low income Bergen County residents who do not have health insurance or the means to pay for healthcare....
Interpreter - Spanish,Bergen Volunteer Medical Initiative,BVMI provides free primary healthcare to low-income Bergen County residents who do not have health insurance. Our patients come from many...
Conversations and Connections in Elizabeth,Jersey Cares,This is your opportunity to help non-native English speaking citizens practice conversational English. Each week we will introduce a new...
Computer Essentials in Elizabeth,Jersey Cares,"Have a blast while sharing your knowledge with eager and excited women! Volunteers will help women with typing, web-surfing, and word..."
Caring Closet in Teaneck,Jersey Cares,"Sort and manage clothing donations as they come into this 24-hour women's shelter. At almost half a century old, this shelter needs love..."
Champions for Girls needed in Paterson,Girl Scouts of Northern New Jersey,We are looking for a few committed women to work together to serve 6 week programs of leadership and life skills building to small groups...
GOO: Google Developer with working knowledge API Client Library,JerseySTEM,JerseySTEM Develop maintenance applications for different Gsuite products We need someone during the week for this (Monday-Friday only...
COA: Computer Science Education Coordinator,JerseySTEM,"JerseySTEM is an all volunteers grassroots non-profit agency dedicated to bridging the Innovation Gap, the Opportunity Gap and the Gender..."
FIN: CPA,JerseySTEM,Title: CPA Category: FIN Department/Group: Finance Travel Required: None Location: Virtual Background Check: No Will Train Applicant(s):...
FIN: Quickbooks,JerseySTEM,Title: Quickbooks Volunteer Category: FIN Department/Group: Finance Travel Required: None Location: Virtual Background Check: Yes Will...
FIN: VP of Finance,JerseySTEM,Title: VP of Finance Category: FIN Department/Group: Finance Travel Required: No Location: Virtual Background Check: Yes Will Train...
SIT: Student Recruitment and Services Director,JerseySTEM,JerseySTEM recruits middle school girls form underserved communities to attend free of charge afterschool STEM classes at Libraries &...
COA:Coach App Development for Middle School Girls,JerseySTEM,Help Middle and High School students enter the Verizon App Challenge. Meet once a week with a Team of Girls and coach them through the...
GRN: Grant Writer for STEM program,JerseySTEM,"JerseySTEM is an all volunteers grassroots non-profit agency dedicated to bridging the Innovation Gap, the Opportunity Gap and the Gender..."
DEV: Event Planner - Fundraising Dinner for Girls In STEM and underserved kids,JerseySTEM,"JerseySTEM is an all volunteers grassroots non-profit agency dedicated to bridging the Innovation Gap, the Opportunity Gap and the Gender..."
Community Health Worker Intern/Volunteers,"NEW DESTINY FAMILY SUCCESS CENTERS, INC","Under the direction of the Community Health Worker, this candidate with assist with connecting childbearing age women (ages 15-44) with..."
Be a Calming Presence at the End of Life,VITAS Healthcare of New Jersey Shore,VITAS Healthcare(r) is looking for kind and caring people to help terminally ill patients and their families - just by being there at the...
Confidential Sexual Violence Advocates - 2020 Volunteer Training,Union County Rape Crisis Center,"There is an ongoing need for Confidential Sexual Violence Advocates (CSVAs) to respond to the center's 24-hour hotline, which may involve..."
Patient Care Hospice Volunteers Needed,VITAS Healthcare of NJN,"VITAS is looking for kind and caring people to help terminally ill patients and their families. Friendly visits, simple errands,..."
Feeding Assistants,VITAS Healthcare of NJN,"VITAS is searching for caring individuals to be Feeding Assistant Volunteers, helping hospice patients during meal times in nursing homes..."
"VITAS Paw Pals Volunteers-Mt. Arlington, Montville and Wayne",VITAS Healthcare of NJN,Does your pet enjoy people? Would you like to bring joy to others in a fun and simple way? VITAS invites you and your pet to become Paw...
It's Your Calling....Check-in on Hospice Patients and Families,VITAS Healthcare of NJN,VITAS is looking for caring individuals to share their voice and time as Telephone Assurance Program (TAP) Volunteers to help terminally...
Bereavement Volunteer Needed,VITAS Healthcare of NJN,VITAS Bereavement Volunteers contact family and loved ones following the death of a VITAS patient. Volunteers ask questions and listen....
Memory Bear Crafter Volunteers Needed,VITAS Healthcare of NJN,VITAS' Memory Bear Volunteers make home-sewn bears with compassion and love to ease a hurting heart after the death of a VITAS patient....
Assist Hospice Patients in an Inpatient Setting,VITAS Healthcare of NJN,VITAS Volunteers give their time to terminally ill patients and their families in a hospital type setting. Volunteers are needed to visit...
Musical and Visual Artist Volunteers Needed,VITAS Healthcare of NJN,VITAS Innovative Hospice Care is looking for musical and visual artists to volunteer to help terminally ill patients and their families...
Administrative Volunteers Needed for Hospice Office,VITAS Healthcare of NJN,"Administrative volunteers promote hospice care by helping with office mailings, maintaining patient records, filing and assisting with..."
"Assistant Coaches - Center St School, Herricks",GIRLS ON THE RUN LONG ISLAND INC,Want to make a difference in the life of a girl? Girls on The Run Long Island is expanding across Long Island and we need your help. No...
Exciting Volunteer Opportunity for Women in Union County,Junior League of Elizabeth-Plainfield,Interested is making a difference in your community while making diverse and fun new friends? The Junior League of Elizabeth-Plainfield...
Coaches/Assistant Coaches needed in Garden City Park/New Hyde Park,GIRLS ON THE RUN LONG ISLAND INC,Girls on The Run Long Island is expanding across Long Island and we need your help. No running experience needed! Head Coaches meet two...
